latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m_max (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),shortwave_radiation_sum (MJ/m²),dew_point_2m_max (°C),cloud_cover_max (%),cloud_cover_mean (%),pressure_msl_max (hPa),relative_humidity_2m_max (%),surface_pressure_max (hPa),vapour_pressure_deficit_max (kPa),wet_bulb_temperature_2m_max (°C),temperature_2m_mean (°C)
2023-02-10,13.9,37643.01,34292.50,0.00,0.00,0.00,0.0,28.1,47.2,252,2.35,12.94,10.8,100,49,1015.4,90,1009.1,0.87,11.5,11.6
2023-02-11,6.5,37788.84,34448.21,0.00,0.00,0.00,0.0,23.5,39.2,300,2.14,13.64,-0.2,100,20,1026.3,66,1019.9,0.57,2.8,4.3
2023-02-12,6.6,37936.38,12908.42,0.00,0.00,0.00,0.0,9.4,20.9,252,1.03,7.75,-0.6,100,97,1026.9,85,1020.4,0.50,2.1,2.2
2023-02-13,13.1,38085.49,34748.97,2.60,1.50,0.77,5.0,23.9,37.8,356,2.59,13.84,-0.8,100,60,1011.9,80,1005.6,1.09,5.4,5.9
2023-02-14,11.2,38236.00,34831.12,0.00,0.00,0.00,0.0,23.2,38.2,288,2.70,14.15,1.5,82,9,1020.8,66,1014.4,0.84,4.8,6.4
2023-02-15,16.8,38387.77,29577.46,0.00,0.00,0.00,0.0,26.9,45.4,202,2.41,12.30,7.0,100,82,1022.2,79,1015.8,0.94,11.0,8.5
2023-02-16,19.0,38540.64,20147.54,2.90,2.90,0.00,3.0,21.6,35.3,231,2.20,8.23,10.4,100,88,1016.8,93,1010.6,1.08,13.0,12.9
2023-02-17,15.2,38694.46,747.39,8.10,8.10,0.00,9.0,33.1,66.6,244,0.78,3.34,14.4,100,100,1013.3,99,1007.1,0.39,14.6,11.0
2023-02-18,5.5,38849.10,35212.32,0.00,0.00,0.00,0.0,33.8,55.8,301,2.13,15.05,-2.6,99,21,1028.2,66,1021.7,0.57,0.4,0.6
2023-02-19,7.9,39004.42,19242.29,0.00,0.00,0.00,0.0,29.8,49.3,194,1.44,8.86,3.6,100,87,1028.9,80,1022.4,0.44,5.4,3.1
2023-02-20,15.1,39160.27,14400.00,0.00,0.00,0.00,0.0,25.3,41.8,237,1.46,8.05,6.4,100,69,1017.8,97,1011.5,1.01,9.1,8.2
2023-02-21,10.2,39316.51,5644.65,7.10,6.50,0.42,7.0,17.8,41.4,23,1.06,6.00,3.8,100,91,1004.6,96,998.4,0.63,5.2,5.2
2023-02-22,5.4,39473.01,9994.75,3.70,3.30,0.28,6.0,12.0,20.5,313,0.84,6.31,3.4,100,66,1022.1,98,1015.7,0.45,3.6,2.4
2023-02-23,7.5,39629.65,18246.33,1.30,1.30,0.00,6.0,16.1,27.7,53,0.91,8.11,3.9,100,89,1017.8,96,1011.4,0.24,5.3,4.0
2023-02-24,7.2,39786.29,36175.37,0.00,0.00,0.00,0.0,35.3,58.7,318,1.83,13.99,4.1,100,48,1030.7,96,1024.2,0.57,5.0,4.6
2023-02-25,0.2,39942.79,0.00,0.70,0.00,0.49,6.0,19.8,37.4,325,1.04,6.13,-4.8,100,70,1035.5,70,1028.8,0.35,-2.3,-3.1
2023-02-26,10.0,40099.04,36478.30,0.00,0.00,0.00,0.0,34.7,60.5,240,1.68,13.55,-0.1,98,27,1023.4,96,1016.9,0.71,4.5,1.4
2023-02-27,4.7,40255.14,33306.64,0.00,0.00,0.00,0.0,21.8,40.0,325,1.79,14.34,-1.3,100,45,1017.3,73,1010.9,0.41,1.3,1.4
2023-02-28,1.9,40412.37,0.00,16.90,2.80,9.87,22.0,24.8,42.1,67,0.40,2.22,1.0,100,97,1012.4,100,1006.0,0.26,1.1,1.0
2023-03-01,5.6,40570.82,36550.64,3.20,0.70,1.75,3.0,22.0,43.2,47,1.49,15.02,1.4,98,44,1021.8,95,1015.4,0.38,2.2,1.1
2023-03-02,13.5,40730.37,19049.97,1.70,1.70,0.00,6.0,22.7,40.0,339,1.53,10.24,7.0,100,96,1017.1,99,1010.7,0.80,9.0,6.1
2023-03-03,7.3,40890.90,22620.33,0.10,0.10,0.00,1.0,23.2,37.1,9,1.75,10.93,-0.7,100,85,1019.9,89,1013.5,0.54,2.9,3.5
2023-03-04,6.9,41052.30,3600.00,44.50,44.50,0.00,14.0,38.4,68.8,45,0.94,6.27,6.1,100,98,1013.8,97,1007.4,0.30,6.3,5.2
2023-03-05,12.0,41214.44,37465.31,0.00,0.00,0.00,0.0,27.4,47.5,306,2.20,14.73,0.4,100,52,1020.3,86,1013.9,0.83,6.0,5.0
2023-03-06,10.0,41377.20,37660.01,0.00,0.00,0.00,0.0,23.1,41.0,306,2.41,15.47,-0.2,100,28,1022.8,80,1016.4,0.80,4.2,5.5
2023-03-07,7.2,41540.47,33570.54,2.70,0.20,1.75,7.0,36.3,62.6,316,2.45,17.76,-2.3,100,66,1014.0,72,1007.7,0.62,2.0,4.2
2023-03-08,9.2,41704.14,37906.29,0.00,0.00,0.00,0.0,34.6,58.7,337,2.59,17.54,-2.4,96,29,1021.1,62,1014.7,0.68,3.7,2.4
2023-03-09,10.2,41868.08,37406.07,0.00,0.00,0.00,0.0,22.3,38.9,341,2.44,15.22,-0.7,100,41,1023.0,72,1016.5,0.70,4.8,4.2
2023-03-10,7.2,42032.20,20005.32,0.30,0.30,0.00,2.0,16.8,31.7,29,1.37,9.76,1.5,100,72,1022.5,87,1016.0,0.41,3.6,2.7
2023-03-11,6.8,42196.38,11575.85,20.10,18.20,1.33,18.0,25.8,45.4,24,1.02,7.61,4.0,100,88,1011.3,100,1005.0,0.42,4.2,4.4
2023-03-12,7.6,42360.50,30261.13,0.00,0.00,0.00,0.0,19.2,31.3,345,1.96,14.84,-1.1,100,50,1017.4,87,1011.1,0.61,2.5,3.0
2023-03-13,5.7,42524.46,0.00,10.40,10.40,0.00,19.0,20.5,33.5,87,0.45,2.45,4.7,100,100,1017.1,97,1010.7,0.26,5.0,4.4
2023-03-14,4.4,42688.15,0.00,18.20,14.30,2.73,24.0,44.3,76.0,301,0.90,4.80,3.9,100,100,1008.4,100,1002.1,0.31,4.0,2.4
2023-03-15,6.8,42851.46,33077.45,0.30,0.00,0.21,3.0,38.7,65.5,307,2.68,17.78,-4.8,100,74,1012.2,66,1005.9,0.59,1.7,2.8
2023-03-16,13.2,43014.28,38933.27,0.00,0.00,0.00,0.0,25.7,52.2,294,3.17,18.65,-0.1,100,40,1019.1,55,1012.7,0.97,6.5,4.6
2023-03-17,14.1,43176.49,18236.39,0.00,0.00,0.00,0.0,22.2,34.9,206,2.28,12.35,5.8,100,88,1013.8,75,1007.5,0.77,9.1,7.8
2023-03-18,10.8,43337.99,40068.14,0.70,0.70,0.00,3.0,26.1,41.4,283,2.70,18.30,8.2,100,85,1007.4,88,1001.1,0.88,8.8,8.3
2023-03-19,6.3,43498.88,40357.99,0.00,0.00,0.00,0.0,27.3,48.6,280,2.69,20.40,-5.7,96,22,1018.5,54,1012.1,0.60,0.9,1.7
2023-03-20,10.5,43660.32,40520.27,0.00,0.00,0.00,0.0,17.8,33.8,241,2.77,21.11,-4.8,0,0,1027.2,76,1020.7,0.89,3.6,2.3
2023-03-21,15.6,43822.42,40682.96,0.00,0.00,0.00,0.0,20.1,37.4,243,3.45,21.06,-1.9,100,13,1028.9,77,1022.6,1.35,6.7,6.5
2023-03-22,13.1,43985.08,29659.48,0.00,0.00,0.00,0.0,23.1,38.9,194,2.68,16.32,7.9,100,83,1029.6,88,1023.1,0.80,9.3,7.6
2023-03-23,14.7,44148.20,13393.94,2.80,2.80,0.00,4.0,24.5,40.3,215,1.34,9.04,11.5,100,95,1022.8,100,1016.5,0.41,12.6,9.6
2023-03-24,14.3,44311.68,18000.00,0.20,0.20,0.00,2.0,19.2,32.0,312,2.14,11.46,12.2,100,98,1015.6,89,1009.3,0.77,12.9,9.6
2023-03-25,7.4,44475.41,0.00,11.50,11.50,0.00,10.0,31.4,51.1,79,0.73,3.35,6.6,100,99,1018.9,96,1012.5,0.38,6.8,5.6
2023-03-26,14.8,44639.30,41498.89,0.00,0.00,0.00,0.0,24.5,43.2,279,3.27,21.91,4.8,100,23,1014.1,99,1007.9,1.09,7.6,8.6
2023-03-27,14.6,44803.25,30767.49,1.30,1.30,0.00,1.0,23.7,42.1,72,2.82,16.58,6.4,100,37,1018.6,87,1012.2,1.09,7.3,8.0
2023-03-28,11.0,44967.15,19435.37,1.90,1.90,0.00,5.0,21.1,38.9,1,1.60,10.65,4.4,100,71,1019.6,97,1013.3,0.83,5.4,6.4
2023-03-29,10.8,45130.91,41986.82,0.00,0.00,0.00,0.0,24.2,39.2,340,2.96,22.18,-0.0,100,45,1022.9,86,1016.5,0.85,4.5,5.2
2023-03-30,7.3,45294.41,42148.58,0.10,0.10,0.00,1.0,28.5,48.2,299,3.08,22.73,1.2,99,23,1027.0,78,1020.5,0.72,2.9,3.6
2023-03-31,9.8,45457.55,21796.87,0.00,0.00,0.00,0.0,29.4,51.1,172,1.65,12.04,6.4,100,84,1028.4,89,1021.9,0.56,7.7,4.6
2023-04-01,19.5,45620.25,13789.95,8.00,8.00,0.00,11.0,26.7,52.6,216,1.86,8.55,15.1,100,90,1015.0,95,1008.7,1.10,15.8,13.9
2023-04-02,14.1,45782.38,42629.83,2.10,2.10,0.00,2.0,35.3,62.6,307,3.61,23.72,9.3,100,35,1017.0,74,1010.7,0.86,11.1,8.0
2023-04-03,13.2,45943.82,42788.56,0.00,0.00,0.00,0.0,30.9,53.3,148,3.02,22.71,5.1,100,20,1022.9,86,1016.5,0.75,8.1,6.0
2023-04-04,18.5,46104.50,38117.73,0.00,0.00,0.00,0.0,20.2,39.6,172,3.04,19.42,13.4,100,39,1017.7,95,1011.6,0.74,14.8,12.2
2023-04-05,16.0,46264.27,294.95,0.40,0.40,0.00,4.0,20.5,34.9,82,1.16,6.55,13.5,100,88,1025.0,99,1018.8,0.33,14.3,12.4
2023-04-06,26.3,46423.05,39600.00,0.40,0.40,0.00,2.0,18.7,34.2,185,3.04,16.40,16.6,100,95,1021.5,100,1015.2,1.72,19.0,15.4
2023-04-07,17.5,46580.70,6083.74,2.90,2.90,0.00,3.0,21.9,37.1,321,2.88,8.72,14.6,100,99,1027.5,90,1021.2,1.14,15.5,12.3
2023-04-08,10.2,46737.33,34193.01,0.00,0.00,0.00,0.0,20.5,33.8,336,3.48,20.94,-0.9,100,99,1034.6,61,1028.2,0.83,3.8,6.2
2023-04-09,11.5,46894.03,43200.00,0.00,0.00,0.00,0.0,24.2,43.2,152,3.15,23.90,2.0,100,40,1034.1,88,1027.8,0.86,5.8,6.3
2023-04-10,17.6,47050.91,43200.00,0.00,0.00,0.00,0.0,18.8,34.2,205,3.59,24.35,5.7,11,1,1033.1,95,1026.7,1.45,9.5,8.1
2023-04-11,22.8,47207.87,40327.97,0.00,0.00,0.00,0.0,26.0,45.4,248,5.21,23.22,5.7,100,51,1026.4,76,1020.1,2.23,11.4,13.4
2023-04-12,27.3,47364.80,35749.15,0.00,0.00,0.00,0.0,24.3,43.9,277,6.82,21.35,12.6,100,73,1014.5,56,1008.4,2.66,16.3,19.9
2023-04-13,30.9,47521.61,43361.54,0.00,0.00,0.00,0.0,20.6,34.6,268,6.20,24.13,10.5,0,0,1012.7,72,1006.6,3.29,18.2,21.3
2023-04-14,29.4,47678.18,43366.44,0.00,0.00,0.00,0.0,19.2,34.2,221,6.13,23.38,15.3,100,51,1012.4,62,1006.5,2.95,19.2,21.9
2023-04-15,22.7,47834.42,25843.79,0.70,0.70,0.00,2.0,19.5,37.1,176,3.12,16.31,16.3,100,90,1013.6,96,1007.6,1.70,17.7,18.5
2023-04-16,20.7,47990.20,32457.37,4.30,4.30,0.00,4.0,17.7,34.2,137,2.54,15.81,15.0,100,99,1011.8,99,1005.7,0.84,16.5,15.9
2023-04-17,19.8,48145.42,21600.00,3.10,3.10,0.00,5.0,24.5,43.2,173,2.55,14.04,13.0,100,81,1008.4,99,1002.3,1.56,13.2,14.0
2023-04-18,14.8,48299.97,37904.53,0.10,0.10,0.00,1.0,36.5,68.0,263,4.30,19.13,2.2,100,39,1008.2,55,1002.1,1.04,8.2,12.0
2023-04-19,17.3,48453.72,43749.73,0.00,0.00,0.00,0.0,24.5,46.1,283,3.99,22.27,2.8,100,32,1018.3,72,1012.1,1.33,9.1,9.7
2023-04-20,15.7,48606.57,43860.00,0.00,0.00,0.00,0.0,16.2,31.0,78,3.64,23.66,4.5,99,44,1024.7,83,1018.5,0.97,9.5,10.4
2023-04-21,18.8,48758.40,44371.19,0.00,0.00,0.00,0.0,23.9,43.2,116,3.79,24.80,9.5,100,38,1020.7,94,1014.4,1.09,12.7,12.7
2023-04-22,19.5,48909.07,39167.14,7.40,7.40,0.00,3.0,30.5,52.2,107,2.91,20.17,14.1,100,96,1017.0,98,1010.8,0.74,15.8,13.6
2023-04-23,19.0,49058.47,28603.51,26.70,26.70,0.00,17.0,22.8,52.2,252,2.81,15.57,12.9,100,83,1012.7,98,1006.6,1.39,13.3,14.7
2023-04-24,16.0,49206.46,45064.59,0.00,0.00,0.00,0.0,19.1,36.4,290,4.01,23.30,5.7,100,31,1018.0,78,1011.8,1.32,8.7,11.4
2023-04-25,15.0,49352.93,43337.77,0.30,0.30,0.00,3.0,13.2,25.6,309,3.29,20.69,5.0,100,43,1021.9,85,1015.7,1.18,7.8,10.3
2023-04-26,13.7,49497.72,37772.80,0.90,0.90,0.00,3.0,22.1,39.6,119,2.67,18.35,7.3,100,57,1024.6,89,1018.3,0.78,8.9,9.6
2023-04-27,13.3,49640.71,35405.01,0.70,0.70,0.00,6.0,16.8,32.8,151,2.17,15.65,8.9,100,52,1023.7,97,1017.5,0.55,10.1,10.5
2023-04-28,12.8,49781.96,3384.38,1.00,1.00,0.00,4.0,23.3,40.7,89,1.75,9.29,7.8,100,91,1023.0,98,1016.7,0.69,8.7,9.7
2023-04-29,12.0,49922.52,0.00,63.30,63.30,0.00,24.0,30.7,52.2,76,0.73,3.98,11.2,100,100,1018.9,96,1012.6,0.32,11.4,10.2
2023-04-30,14.7,50062.49,541.66,17.70,17.70,0.00,14.0,27.5,46.1,70,0.73,5.26,14.4,100,100,1010.7,99,1004.5,0.20,14.4,12.0
2023-05-01,15.5,50201.75,44200.55,7.60,7.60,0.00,11.0,38.6,64.4,244,3.68,22.41,13.8,100,60,996.1,99,990.1,1.06,13.9,12.9
2023-05-02,13.2,50340.19,30125.41,0.80,0.80,0.00,4.0,26.9,46.4,236,2.79,17.68,6.3,100,86,997.3,86,991.2,0.85,7.6,10.4
2023-05-03,12.3,50477.70,40435.08,0.60,0.60,0.00,6.0,14.8,31.3,256,2.75,17.94,4.2,100,75,1000.0,88,993.9,0.68,7.4,9.4
2023-05-04,14.2,50614.14,39640.67,0.70,0.70,0.00,6.0,16.3,28.8,7,2.44,17.17,7.2,100,78,1015.0,96,1008.8,0.73,9.3,9.8
2023-05-05,16.9,50749.42,45707.99,4.60,4.60,0.00,6.0,11.9,24.5,335,3.27,22.14,8.9,100,48,1023.4,99,1017.2,0.99,10.9,11.3
2023-05-06,20.8,50883.38,45015.41,0.00,0.00,0.00,0.0,19.0,34.6,309,4.04,22.81,8.7,100,28,1025.2,97,1019.0,1.64,12.5,13.3
2023-05-07,23.6,51015.93,42597.31,0.00,0.00,0.00,0.0,22.1,39.2,282,4.88,26.27,12.8,100,47,1020.6,78,1014.4,1.96,14.9,15.6
2023-05-08,23.5,51146.91,45906.74,0.00,0.00,0.00,0.0,21.2,38.2,315,4.96,26.06,12.9,100,51,1009.7,92,1003.7,1.85,14.7,18.1
2023-05-09,19.1,51276.20,45541.86,0.00,0.00,0.00,0.0,21.7,39.2,14,4.56,23.21,9.8,100,81,1015.2,67,1009.1,1.49,13.1,14.9
2023-05-10,21.0,51403.67,47289.93,0.00,0.00,0.00,0.0,19.8,36.0,213,4.61,28.42,10.2,97,9,1022.8,94,1016.6,1.79,12.3,13.5
2023-05-11,25.2,51529.18,48071.78,0.00,0.00,0.00,0.0,21.7,38.9,237,5.29,28.00,13.6,86,12,1021.3,84,1015.2,2.17,16.6,16.9
2023-05-12,29.3,51652.60,48186.85,0.00,0.00,0.00,0.0,15.3,27.0,239,5.38,24.39,17.3,100,52,1019.3,77,1013.2,2.94,19.5,20.4
2023-05-13,27.2,51773.76,21829.55,0.00,0.00,0.00,0.0,19.7,34.2,286,4.59,15.63,14.7,100,96,1016.7,68,1010.8,2.39,17.6,22.1
2023-05-14,22.7,51892.54,46265.26,0.00,0.00,0.00,0.0,22.0,36.0,349,6.33,28.14,8.0,100,65,1023.1,61,1017.0,1.97,13.4,18.0
2023-05-15,25.1,52008.79,46918.66,0.00,0.00,0.00,0.0,18.7,30.6,313,6.19,29.47,8.1,100,17,1025.8,64,1019.6,2.55,12.7,16.9
2023-05-16,27.5,52122.35,48623.95,0.00,0.00,0.00,0.0,24.9,41.4,248,7.29,27.79,6.9,100,42,1016.0,65,1010.0,3.17,13.9,19.6
2023-05-17,21.6,52233.07,47015.63,0.00,0.00,0.00,0.0,26.4,46.4,326,5.92,29.44,10.4,100,40,1013.3,69,1007.2,1.69,14.1,16.3
2023-05-18,14.0,52340.98,48826.82,0.00,0.00,0.00,0.0,22.1,40.7,103,4.68,29.56,5.1,0,0,1027.5,62,1021.3,1.09,8.5,11.0
2023-05-19,19.3,52446.95,46131.18,0.00,0.00,0.00,0.0,33.0,57.2,164,3.86,22.71,10.4,100,58,1028.2,90,1021.9,1.08,13.7,14.2
2023-05-20,17.2,52551.04,2459.98,26.60,26.60,0.00,13.0,18.4,34.9,127,1.21,5.95,16.6,100,96,1024.9,98,1018.7,0.41,16.7,15.1
2023-05-21,21.6,52653.16,32177.53,0.90,0.90,0.00,4.0,23.0,40.3,313,3.80,19.41,17.3,100,88,1014.5,100,1008.4,1.32,17.3,17.2
2023-05-22,22.8,52753.20,49207.18,0.20,0.20,0.00,2.0,20.6,36.0,27,4.37,23.96,13.5,78,13,1023.3,86,1017.2,1.50,16.1,17.1
2023-05-23,19.2,52851.05,49297.34,0.00,0.00,0.00,0.0,21.5,40.3,120,4.15,27.33,11.4,100,43,1027.9,95,1021.7,0.90,14.4,14.4
2023-05-24,21.7,52946.60,45785.36,0.00,0.00,0.00,0.0,20.9,39.2,130,4.50,26.55,9.8,100,22,1025.0,89,1018.7,1.40,14.6,14.9
2023-05-25,19.0,53039.75,46841.74,0.70,0.70,0.00,2.0,25.9,42.8,11,5.37,29.64,12.2,100,29,1021.2,80,1015.0,1.44,13.5,14.7
2023-05-26,22.0,53130.39,49554.56,0.00,0.00,0.00,0.0,15.3,29.9,17,5.37,29.74,8.4,98,16,1026.0,87,1019.9,1.90,12.1,15.7
2023-05-27,24.1,53218.40,49607.56,0.00,0.00,0.00,0.0,20.1,34.9,156,5.50,29.18,9.1,99,29,1027.3,83,1021.2,2.06,14.8,16.8
2023-05-28,23.4,53303.68,49654.61,0.00,0.00,0.00,0.0,19.9,35.6,189,5.55,28.97,9.5,100,36,1024.9,85,1018.7,1.85,14.4,17.3
2023-05-29,24.5,53386.09,49700.76,0.00,0.00,0.00,0.0,28.5,49.3,124,5.63,28.90,12.2,100,25,1018.7,82,1012.6,1.79,17.0,18.6
2023-05-30,20.1,53465.55,49745.91,0.00,0.00,0.00,0.0,18.6,36.7,95,5.01,29.83,10.2,4,0,1023.7,90,1017.6,1.16,14.1,15.7
2023-05-31,22.4,53541.92,49789.98,0.00,0.00,0.00,0.0,15.3,29.5,117,5.05,29.89,13.0,44,5,1024.0,96,1017.8,1.61,15.5,15.7
2023-06-01,27.2,53615.10,49832.88,0.00,0.00,0.00,0.0,17.4,32.8,158,5.52,29.25,14.8,100,20,1021.1,100,1014.9,2.13,18.3,18.7
2023-06-02,30.5,53684.96,49874.54,0.00,0.00,0.00,0.0,17.1,33.5,162,5.66,27.13,16.6,62,10,1017.0,92,1010.9,2.64,21.2,21.9
2023-06-03,22.1,53751.40,16897.71,3.50,3.50,0.00,3.0,22.3,40.3,65,2.77,12.75,17.4,100,94,1016.5,94,1010.5,1.00,17.7,19.0
2023-06-04,21.2,53814.29,38540.90,0.10,0.10,0.00,1.0,25.0,42.5,26,4.24,17.64,10.3,100,55,1019.5,84,1013.3,1.69,12.7,15.4
2023-06-05,23.8,53873.53,34578.77,0.00,0.00,0.00,0.0,21.5,42.5,349,4.25,18.57,8.9,100,55,1016.0,79,1009.9,1.96,14.6,17.1
2023-06-06,25.6,53928.99,50026.91,0.20,0.20,0.00,1.0,33.9,56.9,318,5.92,25.88,11.5,100,49,1009.2,62,1003.2,2.17,15.8,19.3
2023-06-07,24.9,53980.65,50060.99,0.00,0.00,0.00,0.0,21.3,38.2,312,6.58,29.10,10.4,36,4,1004.3,72,998.3,2.46,13.9,18.9
2023-06-08,22.2,54028.95,50093.82,0.00,0.00,0.00,0.0,19.2,36.4,300,4.96,25.01,9.2,71,23,1006.8,79,1000.8,1.83,13.1,16.7
2023-06-09,22.6,54073.93,49825.14,0.20,0.20,0.00,1.0,20.0,35.6,291,4.21,22.85,11.6,100,39,1008.1,90,1002.1,1.84,14.4,16.7
2023-06-10,26.1,54115.55,50156.80,0.70,0.70,0.00,1.0,18.1,34.9,304,5.03,25.38,12.2,100,37,1009.2,93,1003.2,2.16,16.8,18.3
2023-06-11,26.9,54153.80,47804.06,0.20,0.20,0.00,2.0,18.6,35.3,168,4.47,21.55,15.7,100,81,1012.1,83,1006.2,2.09,18.5,20.8
2023-06-12,23.8,54188.63,25555.32,2.20,2.20,0.00,3.0,27.0,47.2,153,3.56,16.96,18.1,100,100,1010.1,87,1004.1,0.96,19.7,21.1
2023-06-13,26.2,54220.01,46800.00,6.30,6.30,0.00,4.0,21.6,37.4,270,5.25,25.80,18.9,100,49,1005.8,95,999.9,2.25,19.2,20.7
2023-06-14,24.5,54247.91,37161.36,9.50,9.50,0.00,7.0,24.1,43.6,207,3.39,16.94,15.1,100,62,1005.8,89,999.8,1.45,17.9,18.5
2023-06-15,26.0,54272.31,47220.59,0.00,0.00,0.00,0.0,20.4,36.4,287,5.19,21.94,12.5,100,32,1004.3,80,998.4,2.05,17.0,19.8
2023-06-16,25.6,54293.18,32012.58,4.60,4.60,0.00,5.0,18.8,35.3,202,3.33,16.53,16.3,100,56,1007.5,92,1001.5,1.94,17.3,19.4
2023-06-17,25.2,54310.50,46800.00,6.30,6.30,0.00,2.0,31.6,53.3,325,5.45,26.04,15.2,100,28,1005.6,96,999.6,2.19,16.6,19.7
2023-06-18,26.3,54324.23,43612.98,0.00,0.00,0.00,0.0,19.2,38.5,310,5.04,19.25,13.0,100,48,1011.5,70,1005.6,2.09,17.5,20.8
2023-06-19,25.0,54334.36,47226.96,1.40,1.40,0.00,3.0,20.0,35.3,66,4.82,25.48,17.0,100,29,1018.1,90,1012.1,1.43,19.2,20.6
2023-06-20,23.3,54340.87,38165.28,0.00,0.00,0.00,0.0,21.3,39.2,103,3.89,20.07,16.3,100,99,1022.9,89,1016.9,1.21,17.7,19.5
2023-06-21,22.7,54343.74,33322.77,0.00,0.00,0.00,0.0,23.4,41.0,77,4.02,18.72,13.9,100,99,1025.3,91,1019.3,1.43,15.7,18.5
2023-06-22,20.1,54342.95,62.59,0.60,0.60,0.00,4.0,25.0,43.6,57,2.82,10.07,14.2,100,100,1023.9,82,1017.8,0.88,16.0,17.7
2023-06-23,22.7,54338.50,3195.95,8.20,8.20,0.00,6.0,21.8,38.5,119,1.99,10.58,19.9,100,93,1019.1,93,1013.1,0.76,20.5,19.6
2023-06-24,25.5,54330.36,31834.66,25.40,25.40,0.00,19.0,16.9,36.4,160,3.16,17.56,21.0,100,97,1014.2,99,1008.2,0.84,22.0,21.3
2023-06-25,28.3,54318.52,49932.55,1.50,1.50,0.00,3.0,17.9,32.8,189,4.41,23.46,20.9,100,53,1010.5,98,1004.6,1.47,22.8,22.8
2023-06-26,25.3,54302.97,26155.52,4.30,4.30,0.00,7.0,20.2,37.4,136,3.20,18.05,21.1,100,98,1009.4,100,1003.5,0.73,22.3,21.5
2023-06-27,26.1,54283.68,20008.10,17.80,17.80,0.00,12.0,20.3,35.6,148,2.82,14.80,20.7,100,94,1006.7,99,1000.8,1.00,22.2,21.5
2023-06-28,28.4,54260.43,37159.07,3.70,3.70,0.00,12.0,13.8,27.7,267,4.27,21.65,20.1,100,88,1010.2,100,1004.3,1.90,21.5,22.5
2023-06-29,28.4,54233.25,49970.01,0.00,0.00,0.00,0.0,14.3,27.7,311,4.71,22.03,18.8,100,28,1016.9,89,1010.9,2.34,20.4,22.2
2023-06-30,29.0,54202.21,50400.00,0.00,0.00,0.00,0.0,21.1,37.4,172,5.19,25.32,19.1,100,54,1018.0,100,1012.1,2.30,20.3,22.8
2023-07-01,26.7,54167.41,50400.00,0.00,0.00,0.00,0.0,24.7,44.3,169,5.16,25.71,18.5,100,48,1018.1,92,1012.2,1.72,19.9,22.3
2023-07-02,31.0,54128.92,36637.15,14.50,14.50,0.00,18.0,20.6,38.2,182,4.23,19.35,22.4,100,90,1015.2,98,1009.2,2.08,24.1,23.8
2023-07-03,30.9,54086.82,36382.99,15.60,15.60,0.00,9.0,16.8,28.8,239,4.26,20.70,23.3,100,42,1011.2,96,1005.3,1.97,24.8,25.3
2023-07-04,29.2,54041.20,44187.93,9.20,9.20,0.00,13.0,13.2,28.1,251,3.85,19.23,22.1,100,67,1013.3,96,1007.4,1.42,24.0,24.5
2023-07-05,32.1,53992.13,50159.03,0.00,0.00,0.00,0.0,15.2,27.0,62,5.46,26.40,22.5,100,23,1016.0,99,1010.1,2.45,23.9,25.9
2023-07-06,31.1,53939.71,50306.41,0.00,0.00,0.00,0.0,20.0,35.6,177,5.80,27.80,22.0,12,2,1015.1,96,1009.1,2.25,24.3,26.1
2023-07-07,29.5,53884.03,41613.10,0.50,0.50,0.00,4.0,18.4,35.6,148,4.50,22.44,22.2,100,63,1012.4,99,1006.5,1.52,24.0,24.8
2023-07-08,29.4,53825.16,36413.54,3.20,3.20,0.00,10.0,15.2,27.4,147,4.29,20.62,23.0,100,89,1011.5,99,1005.6,1.46,24.4,25.5
2023-07-09,26.7,53763.18,13032.95,16.60,16.60,0.00,14.0,14.9,32.0,162,2.25,11.13,21.9,100,98,1011.2,97,1005.3,0.92,23.1,23.2
2023-07-10,28.5,53698.20,42111.45,4.50,4.50,0.00,10.0,17.2,32.0,330,4.12,19.74,21.3,100,91,1008.7,97,1002.8,1.79,22.1,23.9
2023-07-11,31.5,53630.30,50049.42,0.00,0.00,0.00,0.0,10.6,21.6,295,5.71,27.41,20.1,32,5,1012.6,88,1006.7,2.84,21.6,24.2
2023-07-12,32.8,53559.55,49985.95,0.00,0.00,0.00,0.0,16.3,30.6,246,6.13,27.03,21.0,95,21,1014.1,85,1008.2,3.26,23.0,26.1
2023-07-13,31.7,53486.05,49919.92,0.20,0.20,0.00,2.0,24.4,41.4,186,5.64,23.09,21.5,100,52,1013.0,85,1007.2,2.61,23.8,27.0
2023-07-14,28.0,53409.89,34097.54,3.70,3.70,0.00,6.0,20.7,36.7,158,3.72,18.51,22.2,100,87,1013.1,98,1007.2,1.10,23.9,24.7
2023-07-15,29.3,53331.16,42418.57,40.50,40.50,0.00,13.0,16.8,32.8,158,3.89,19.98,23.6,100,74,1014.7,99,1008.8,1.15,25.2,24.2
