latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m_max (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),shortwave_radiation_sum (MJ/m²),dew_point_2m_max (°C),cloud_cover_max (%),cloud_cover_mean (%),pressure_msl_max (hPa),relative_humidity_2m_max (%),surface_pressure_max (hPa),vapour_pressure_deficit_max (kPa),wet_bulb_temperature_2m_max (°C),temperature_2m_mean (°C)
2012-01-01,9.9,33509.77,28949.05,0.00,0.00,0.00,0.0,15.9,30.6,246,0.94,8.26,4.9,87,18,1020.0,98,1013.6,0.37,6.9,5.2
2012-01-02,7.9,33553.93,28074.47,2.90,2.90,0.00,3.0,25.2,48.6,255,1.26,7.43,6.6,100,47,1009.4,92,1003.2,0.51,7.0,4.3
2012-01-03,1.2,33601.97,29156.95,0.00,0.00,0.00,0.0,24.5,49.3,300,1.36,8.79,-7.7,91,28,1018.1,66,1011.5,0.35,-2.5,-1.7
2012-01-04,-2.8,33653.79,27201.75,0.00,0.00,0.00,0.0,23.3,45.7,297,1.28,8.72,-16.9,100,26,1024.1,49,1017.4,0.35,-6.4,-6.9
2012-01-05,4.2,33709.27,28895.14,0.00,0.00,0.00,0.0,19.1,36.7,255,1.26,8.82,-6.0,100,69,1017.8,66,1011.3,0.46,-0.2,-1.1
2012-01-06,9.6,33768.33,28892.76,0.20,0.10,0.07,1.0,13.6,24.8,219,1.11,8.82,1.4,96,40,1015.4,84,1008.9,0.56,5.3,1.5
2012-01-07,14.2,33830.84,29287.92,0.00,0.00,0.00,0.0,13.4,24.5,241,1.29,9.19,5.0,26,5,1009.7,92,1003.5,0.77,9.0,5.2
2012-01-08,8.2,33896.72,29460.84,0.00,0.00,0.00,0.0,14.7,28.1,301,1.15,8.60,4.4,96,50,1025.3,84,1018.8,0.55,6.0,3.5
2012-01-09,3.5,33965.85,29579.56,0.00,0.00,0.00,0.0,10.0,18.0,284,0.92,8.62,-4.1,100,54,1027.5,75,1021.0,0.42,-0.6,-0.2
2012-01-10,7.3,34038.12,29386.75,0.00,0.00,0.00,0.0,15.8,29.2,250,1.06,8.56,-1.3,97,63,1020.3,88,1013.8,0.48,3.0,1.6
2012-01-11,7.0,34113.46,26906.25,0.00,0.00,0.00,0.0,10.2,19.1,255,1.05,9.27,-0.5,100,23,1019.5,89,1013.1,0.46,3.0,1.8
2012-01-12,9.1,34191.73,0.00,23.70,23.70,0.00,14.0,30.3,63.4,65,0.32,1.45,8.9,100,100,1015.9,99,1009.6,0.22,8.9,6.8
2012-01-13,7.9,34272.84,24792.91,2.40,2.40,0.00,6.0,34.6,66.6,237,1.08,7.74,6.8,100,76,1005.6,98,999.2,0.44,7.1,4.1
2012-01-14,0.7,34356.68,24831.19,0.00,0.00,0.00,0.0,22.5,52.2,263,1.51,8.10,-9.9,100,59,1017.0,56,1010.5,0.36,-3.2,-1.4
2012-01-15,-1.8,34443.16,30565.65,0.00,0.00,0.00,0.0,20.6,44.6,323,1.22,10.55,-9.8,89,20,1032.6,61,1025.9,0.33,-5.0,-5.4
2012-01-16,0.6,34532.36,29541.18,0.00,0.00,0.00,0.0,18.4,35.6,278,1.18,9.85,-7.3,98,32,1037.1,62,1030.3,0.37,-3.3,-5.4
2012-01-17,6.6,34625.26,0.00,6.60,4.70,1.40,14.0,17.1,40.7,210,0.50,2.60,5.6,100,97,1026.9,94,1020.4,0.22,5.9,2.5
2012-01-18,9.7,34721.87,30888.67,0.20,0.20,0.00,1.0,26.8,53.3,282,1.47,9.84,8.0,98,23,1019.6,92,1013.1,0.47,8.6,4.3
2012-01-19,2.1,34822.00,27542.43,0.00,0.00,0.00,0.0,15.3,28.4,61,1.15,9.15,-7.4,100,39,1025.3,59,1018.7,0.40,-2.1,-3.2
2012-01-20,0.1,34925.47,31146.68,0.00,0.00,0.07,0.0,19.8,37.4,289,1.18,11.03,-4.9,100,49,1024.9,75,1018.3,0.38,-2.4,-1.4
2012-01-21,-2.1,35032.09,0.00,10.30,0.10,7.28,12.0,19.5,36.7,32,0.39,1.97,-3.3,100,100,1026.3,92,1019.7,0.26,-2.9,-2.6
2012-01-22,-1.5,35141.68,18436.68,0.00,0.00,0.00,0.0,15.8,29.9,25,0.60,7.14,-3.3,100,57,1034.5,87,1027.8,0.12,-2.6,-5.5
2012-01-23,8.5,35254.08,187.04,1.30,1.30,0.00,3.0,15.6,27.0,97,0.29,2.19,8.1,100,99,1032.5,98,1025.9,0.09,8.2,2.9
2012-01-24,10.4,35369.09,30601.04,2.30,2.30,0.00,5.0,15.5,52.2,236,1.09,9.64,8.4,100,72,1018.1,99,1011.8,0.51,8.4,7.3
2012-01-25,6.5,35486.55,31904.85,0.00,0.00,0.00,0.0,13.5,26.3,289,1.25,11.07,-0.2,100,52,1026.9,84,1020.4,0.50,2.1,2.5
2012-01-26,3.2,35606.29,772.89,3.40,3.10,0.35,7.0,9.7,17.3,39,0.38,2.64,1.6,100,99,1024.6,94,1018.1,0.21,1.9,1.3
2012-01-27,13.8,35728.13,5852.07,14.10,14.10,0.00,18.0,22.7,59.8,197,0.46,2.35,13.4,100,92,1017.2,100,1010.8,0.31,13.5,8.6
2012-01-28,7.4,35851.93,32225.10,0.00,0.00,0.00,0.0,22.3,51.1,262,1.57,10.80,0.5,98,30,1017.4,86,1011.0,0.49,3.2,3.9
2012-01-29,5.6,35977.51,32497.24,0.00,0.00,0.00,0.0,20.5,39.6,248,1.88,11.25,-1.1,91,20,1023.1,66,1016.6,0.56,1.8,2.6
2012-01-30,3.4,36104.71,32635.55,0.00,0.00,0.00,0.0,22.2,43.2,261,1.84,11.04,-6.1,100,44,1026.1,63,1019.6,0.49,-1.3,1.7
2012-01-31,13.3,36233.39,32648.33,0.00,0.00,0.00,0.0,14.9,28.4,218,1.78,11.44,3.3,88,38,1026.6,73,1020.1,0.80,7.8,4.1
2012-02-01,15.9,36363.39,25107.08,2.60,2.60,0.00,4.0,21.6,40.3,243,1.79,9.02,7.6,100,42,1018.3,92,1012.0,0.79,11.0,9.3
2012-02-02,10.4,36494.55,11376.19,0.00,0.00,0.00,0.0,12.8,24.8,333,1.06,7.16,5.9,100,87,1019.3,92,1013.0,0.48,7.7,5.6
2012-02-03,6.1,36626.73,33200.60,0.00,0.00,0.00,0.0,16.2,30.6,321,1.79,12.64,-1.8,90,16,1031.7,67,1025.2,0.56,1.5,2.2
2012-02-04,6.8,36759.80,23785.52,0.00,0.00,0.00,0.0,9.4,19.8,273,1.21,9.94,-2.1,100,60,1029.6,87,1023.1,0.52,2.3,1.8
2012-02-05,4.7,36893.84,28395.50,0.00,0.00,0.00,0.0,11.8,25.2,7,1.39,11.80,-1.8,100,57,1022.3,84,1015.8,0.50,0.8,1.0
2012-02-06,9.1,37030.18,33635.44,0.00,0.00,0.00,0.0,18.2,33.8,254,1.63,12.93,-0.6,0,0,1022.4,79,1015.9,0.59,4.2,1.3
2012-02-07,8.5,37168.87,33784.61,0.00,0.00,0.00,0.0,16.8,30.6,282,1.60,12.00,-0.9,100,25,1021.0,84,1014.6,0.59,3.6,3.6
2012-02-08,4.2,37309.74,14227.98,0.90,0.10,0.56,3.0,10.8,20.2,5,0.93,7.22,-1.9,100,72,1027.1,82,1020.5,0.34,1.1,0.7
2012-02-09,7.1,37452.64,34089.05,0.90,0.00,0.70,4.0,13.6,28.4,292,1.54,13.78,-0.9,100,27,1021.3,94,1014.9,0.65,1.6,1.4
2012-02-10,7.1,37597.38,30885.94,0.00,0.00,0.00,0.0,13.4,25.6,242,1.53,12.61,-2.3,100,47,1021.4,82,1014.9,0.56,2.5,1.6
2012-02-11,3.9,37743.81,3600.00,3.10,0.20,2.10,11.0,11.8,18.7,329,0.81,6.03,-0.9,100,100,1015.7,90,1009.3,0.30,0.7,1.8
2012-02-12,1.6,37891.76,30998.53,0.00,0.00,0.00,0.0,28.6,56.2,313,1.80,11.22,-4.6,100,83,1012.3,64,1005.8,0.41,-1.3,-2.1
2012-02-13,5.5,38041.09,34717.07,0.00,0.00,0.00,0.0,21.4,42.1,263,1.99,14.43,-6.3,30,5,1017.6,60,1011.1,0.56,0.5,-0.6
2012-02-14,7.2,38191.63,30321.82,0.00,0.00,0.00,0.0,15.3,32.0,222,1.47,10.17,-0.1,100,83,1020.4,81,1014.0,0.58,2.4,2.0
2012-02-15,7.1,38343.23,8100.27,0.90,0.90,0.00,4.0,8.4,22.7,316,0.65,4.68,2.9,100,95,1023.8,97,1017.4,0.28,4.5,3.8
2012-02-16,5.6,38495.75,5.00,2.10,2.10,0.00,6.0,9.7,20.9,297,0.66,4.98,3.2,100,66,1026.3,93,1019.8,0.27,3.7,2.2
2012-02-17,9.7,38649.05,28836.95,1.10,1.10,0.00,4.0,15.0,32.0,272,1.51,11.35,4.0,100,73,1019.9,98,1013.5,0.74,4.6,5.6
2012-02-18,8.4,38802.97,35143.93,0.30,0.30,0.00,2.0,17.4,32.0,262,1.89,14.14,-1.9,100,16,1019.1,81,1012.6,0.67,3.0,3.0
2012-02-19,6.0,38957.38,35362.82,1.10,1.10,0.00,2.0,14.0,28.8,340,1.42,12.97,1.8,100,45,1019.5,87,1013.1,0.52,2.5,2.2
2012-02-20,6.8,39112.14,31177.49,0.00,0.00,0.00,0.0,18.4,36.0,356,2.02,14.33,-2.7,100,70,1024.5,83,1018.1,0.66,1.1,1.9
2012-02-21,7.3,39267.13,32301.12,0.00,0.00,0.00,0.0,21.4,40.3,158,1.61,12.91,1.0,100,49,1028.5,80,1021.9,0.51,3.2,1.8
2012-02-22,12.6,39422.20,35591.92,0.00,0.00,0.00,0.0,17.9,36.4,232,1.90,13.74,3.0,96,65,1015.1,92,1008.8,0.88,6.4,6.5
2012-02-23,12.8,39577.22,35581.49,0.80,0.80,0.00,4.0,24.7,45.7,251,2.08,14.88,5.0,100,59,1005.3,93,999.1,0.88,7.1,8.1
2012-02-24,7.6,39732.06,0.00,8.30,7.20,0.77,10.0,19.4,41.0,72,0.63,3.21,4.9,100,96,1008.4,95,1002.1,0.49,5.1,4.2
2012-02-25,6.5,39886.84,35520.17,2.50,2.50,0.00,4.0,37.1,72.0,271,2.28,13.17,5.1,100,39,1008.1,98,1001.8,0.62,5.4,4.2
2012-02-26,5.8,40042.82,36518.60,0.00,0.00,0.00,0.0,24.9,55.8,294,2.55,16.97,-6.7,48,4,1030.2,52,1023.8,0.62,0.3,1.7
2012-02-27,12.0,40200.12,36287.11,0.00,0.00,0.00,0.0,17.3,36.4,203,2.05,16.54,1.8,61,5,1031.3,87,1024.7,0.75,6.6,3.3
2012-02-28,9.0,40358.61,36991.20,0.00,0.00,0.00,0.0,19.6,38.5,291,2.53,17.15,1.4,53,11,1029.0,69,1022.6,0.72,4.6,5.7
2012-02-29,6.1,40518.16,5182.64,9.50,9.40,0.07,8.0,17.9,35.6,68,0.58,2.74,3.9,100,89,1029.3,95,1022.8,0.36,4.4,3.0
2012-03-01,6.2,40678.65,851.76,12.80,12.80,0.00,8.0,17.6,43.2,42,0.51,3.64,4.6,100,98,1013.3,99,1007.0,0.19,5.0,4.5
2012-03-02,5.2,40839.95,9716.84,0.00,0.00,0.00,0.0,15.4,28.4,99,0.92,7.42,1.6,100,87,1020.4,93,1014.0,0.29,2.2,2.1
2012-03-03,12.8,41001.95,15803.78,5.90,5.90,0.00,14.0,20.0,47.5,153,1.35,8.00,9.7,100,82,1015.6,100,1009.2,0.80,9.7,8.2
2012-03-04,8.9,41164.52,10986.91,0.00,0.00,0.00,0.0,16.4,34.2,279,1.77,8.25,-1.9,100,89,1006.5,79,1000.1,0.70,3.2,4.6
2012-03-05,6.0,41327.55,33726.73,0.00,0.00,0.00,0.0,18.5,38.2,279,2.22,14.41,-6.3,100,34,1020.5,63,1014.1,0.66,0.3,2.0
2012-03-06,5.7,41490.92,37965.54,0.00,0.00,0.00,0.0,16.4,31.0,314,2.49,18.64,-6.3,2,0,1037.6,52,1031.1,0.59,0.4,0.2
2012-03-07,14.9,41654.52,37989.74,0.00,0.00,0.00,0.0,16.6,32.8,207,2.63,18.50,3.9,75,14,1036.3,84,1029.7,0.94,8.9,5.4
2012-03-08,19.1,41818.23,37720.01,0.00,0.00,0.00,0.0,24.3,49.3,212,2.96,16.04,10.2,100,56,1028.2,82,1021.9,0.97,13.7,12.5
2012-03-09,15.5,41981.93,31458.74,3.10,3.10,0.00,4.0,28.2,63.4,272,2.83,15.05,10.8,100,92,1020.8,89,1014.5,0.82,11.5,9.2
2012-03-10,6.2,42145.54,37302.92,0.00,0.00,0.00,0.0,20.6,41.4,318,2.70,19.34,-5.3,99,23,1033.7,44,1027.2,0.60,1.4,2.3
2012-03-11,14.0,42308.91,38970.14,0.00,0.00,0.00,0.0,17.0,33.8,221,2.61,19.27,2.5,2,0,1034.3,77,1027.7,0.95,7.8,4.4
2012-03-12,18.4,42471.94,38875.83,0.00,0.00,0.00,0.0,13.7,23.8,227,2.98,18.54,7.4,100,67,1028.3,88,1021.9,1.19,11.6,9.4
2012-03-13,21.1,42634.54,33563.69,1.90,1.90,0.00,6.0,15.6,30.2,211,2.34,13.29,13.0,100,83,1021.7,94,1015.5,1.04,15.9,13.6
2012-03-14,19.6,42796.57,39649.12,0.00,0.00,0.00,0.0,16.5,29.9,278,3.45,20.01,11.6,61,14,1020.8,89,1014.7,1.61,13.3,14.2
2012-03-15,13.3,42957.93,17317.92,0.00,0.00,0.00,0.0,14.8,27.0,86,1.45,11.70,5.6,100,67,1027.5,97,1021.2,0.77,7.9,7.5
2012-03-16,13.2,43118.73,11970.21,0.00,0.00,0.00,0.0,13.9,24.1,91,1.09,7.30,9.0,100,97,1026.6,90,1020.2,0.38,10.5,8.1
2012-03-17,14.7,43280.14,38928.09,0.00,0.00,0.00,0.0,13.0,22.3,108,1.93,13.99,9.0,100,61,1027.6,99,1021.4,0.52,11.2,10.2
2012-03-18,17.2,43442.25,24838.17,0.00,0.00,0.00,0.0,11.0,19.8,195,2.00,14.38,11.0,100,70,1028.9,98,1022.6,0.66,13.3,9.6
2012-03-19,21.7,43604.99,40464.70,0.00,0.00,0.00,0.0,12.7,20.5,210,3.06,19.33,13.6,71,16,1023.5,99,1017.3,1.05,16.5,13.2
2012-03-20,19.4,43768.24,23071.89,0.00,0.00,0.00,0.0,10.5,20.2,155,1.90,12.40,14.4,100,52,1027.3,100,1021.1,0.61,16.1,13.7
2012-03-21,17.3,43931.89,599.04,0.00,0.00,0.00,0.0,7.5,14.8,95,0.89,4.81,14.1,100,97,1028.2,99,1022.0,0.37,15.1,13.4
2012-03-22,21.8,44095.86,27869.40,0.00,0.00,0.00,0.0,9.7,22.0,216,2.09,12.04,14.7,100,90,1026.3,100,1020.1,0.99,17.0,15.3
2012-03-23,21.1,44260.03,40427.37,0.00,0.00,0.00,0.0,13.7,26.3,50,2.85,17.37,14.6,100,48,1019.5,95,1013.5,0.92,16.4,16.1
2012-03-24,14.5,44424.30,23662.11,0.00,0.00,0.00,0.0,18.2,40.7,92,2.54,13.76,10.3,100,97,1019.4,96,1013.2,0.97,11.4,12.0
2012-03-25,10.1,44588.58,1333.99,0.70,0.70,0.00,4.0,16.5,31.3,48,1.11,4.41,6.1,100,99,1016.4,85,1010.2,0.47,7.6,8.8
2012-03-26,10.5,44752.76,41611.70,0.00,0.00,0.00,0.0,30.9,61.6,324,2.89,20.51,6.8,99,36,1015.4,94,1009.1,0.88,7.6,8.6
2012-03-27,10.4,44916.73,41774.52,0.00,0.00,0.00,0.0,26.4,52.2,326,3.80,23.53,-7.7,53,3,1026.0,39,1019.6,1.01,2.5,3.7
2012-03-28,20.0,45080.41,41936.79,1.30,1.30,0.00,3.0,15.7,52.2,220,3.24,18.56,9.0,100,38,1023.5,75,1017.1,1.27,13.3,9.2
2012-03-29,16.7,45243.67,32337.43,1.30,1.30,0.00,3.0,24.5,48.6,313,2.69,14.10,11.1,100,57,1013.2,88,1007.0,0.79,12.2,11.4
2012-03-30,12.3,45406.41,42259.22,0.00,0.00,0.00,0.0,18.1,35.3,309,3.50,23.38,-0.5,77,21,1019.1,70,1012.8,0.99,5.1,6.9
2012-03-31,7.5,45568.53,0.00,8.20,8.20,0.00,15.0,17.0,40.0,78,0.70,2.94,4.3,100,98,1015.8,94,1009.5,0.40,4.8,5.7
2012-04-01,11.1,45729.91,20380.30,1.40,1.40,0.00,3.0,12.1,23.4,245,1.79,12.26,4.9,100,81,1013.5,93,1007.2,0.59,6.8,6.8
2012-04-02,13.3,45890.46,42736.10,3.80,3.80,0.00,7.0,27.5,55.4,339,3.02,20.93,6.5,100,55,1009.0,96,1002.8,1.15,6.7,8.1
2012-04-03,16.6,46050.06,42892.83,0.00,0.00,0.00,0.0,20.3,41.0,313,4.26,24.42,-1.9,12,1,1014.4,63,1008.0,1.47,7.4,8.5
2012-04-04,18.9,46208.59,43048.28,0.00,0.00,0.00,0.0,21.2,38.9,310,4.23,23.69,3.8,94,35,1009.3,80,1003.1,1.57,9.8,11.9
2012-04-05,13.8,46366.14,43140.11,0.00,0.00,0.00,0.0,22.2,46.8,331,3.85,21.58,-0.9,89,25,1011.3,69,1005.1,1.12,6.3,9.1
2012-04-06,13.8,46523.84,43200.00,0.00,0.00,0.00,0.0,21.0,39.2,343,3.77,23.05,-0.5,70,18,1016.1,72,1009.8,1.18,5.6,7.8
2012-04-07,14.8,46681.77,43200.00,0.00,0.00,0.00,0.0,20.1,40.0,324,4.37,24.69,-3.9,30,2,1019.2,62,1012.8,1.31,5.9,8.5
2012-04-08,18.1,46839.84,43202.97,0.00,0.00,0.00,0.0,22.9,43.9,302,4.52,24.07,-1.8,39,9,1017.4,59,1011.1,1.58,8.5,10.3
2012-04-09,16.3,46997.94,39788.36,0.00,0.00,0.00,0.0,34.0,65.2,277,4.70,20.20,1.7,100,40,1007.6,55,1001.4,1.49,6.7,11.9
2012-04-10,14.8,47155.99,43289.57,0.00,0.00,0.00,0.0,22.4,42.8,263,4.11,21.76,2.3,86,31,1006.8,70,1000.7,1.22,7.3,10.6
2012-04-11,11.6,47313.86,41104.80,0.10,0.10,0.00,1.0,15.2,30.2,314,3.17,20.31,0.4,98,48,1011.4,78,1005.2,0.89,5.1,8.0
2012-04-12,14.9,47471.47,43200.00,1.00,1.00,0.00,4.0,17.5,38.2,334,3.50,22.76,3.2,99,71,1017.1,83,1010.9,1.09,7.9,9.2
2012-04-13,17.3,47628.69,43506.25,0.00,0.00,0.00,0.0,11.9,24.8,326,3.96,24.45,1.4,97,24,1023.4,78,1017.2,1.52,8.0,10.2
2012-04-14,21.1,47785.43,43484.45,0.00,0.00,0.00,0.0,14.2,27.4,258,4.56,24.74,2.7,100,51,1023.6,82,1017.3,1.91,10.9,12.7
2012-04-15,24.0,47941.56,36289.14,0.00,0.00,0.00,0.0,19.8,36.0,248,4.04,16.95,12.7,100,95,1017.5,68,1011.4,1.55,16.8,17.6
2012-04-16,28.9,48096.99,43279.03,0.00,0.00,0.00,0.0,15.8,28.1,201,5.26,24.71,14.4,99,78,1017.0,85,1011.0,2.43,19.3,20.9
2012-04-17,25.3,48251.59,43921.96,0.00,0.00,0.00,0.0,19.3,34.6,294,5.80,25.65,14.1,66,12,1020.2,70,1014.2,2.56,17.0,21.3
2012-04-18,20.5,48405.25,23399.05,0.00,0.00,0.00,0.0,17.6,34.6,349,3.74,14.38,2.5,100,83,1025.3,48,1019.0,1.75,10.9,14.3
2012-04-19,19.9,48557.84,36166.68,0.40,0.40,0.00,3.0,15.8,36.4,193,3.80,21.09,7.7,100,67,1021.1,76,1014.9,1.39,12.3,13.8
2012-04-20,19.8,48709.25,37033.83,0.00,0.00,0.00,0.0,17.5,33.8,170,3.47,19.82,9.8,99,37,1017.8,91,1011.6,1.25,13.8,13.5
2012-04-21,23.1,48859.35,43334.55,0.00,0.00,0.00,0.0,19.0,38.2,158,3.67,20.88,14.1,100,72,1012.6,99,1006.5,1.40,16.4,16.4
2012-04-22,17.2,49008.02,263.33,15.90,15.90,0.00,10.0,23.1,43.9,8,1.05,5.58,13.6,100,98,1009.1,97,1003.0,0.44,14.8,12.2
2012-04-23,12.4,49155.11,0.00,24.00,24.00,0.00,11.0,32.3,61.2,85,1.50,9.04,12.3,100,99,1001.2,100,995.0,0.49,12.3,10.5
2012-04-24,14.1,49300.52,36351.76,0.00,0.00,0.00,0.0,27.8,59.0,230,3.34,17.51,1.7,100,74,1002.5,77,996.4,1.13,7.1,8.9
2012-04-25,16.0,49444.28,45024.43,0.80,0.80,0.00,3.0,16.8,38.2,248,3.46,21.97,3.6,95,48,1010.5,86,1004.4,1.12,8.8,9.9
2012-04-26,15.5,49587.48,20203.03,0.00,0.00,0.00,0.0,14.2,29.2,93,1.93,11.89,11.1,100,65,1014.1,93,1007.8,0.61,11.9,10.5
2012-04-27,13.6,49730.20,45178.02,0.40,0.40,0.00,2.0,26.5,54.4,299,3.39,23.89,12.0,100,68,1017.6,96,1011.3,0.87,12.4,10.5
2012-04-28,14.7,49872.32,41139.92,0.00,0.00,0.00,0.0,18.3,47.2,288,4.07,26.09,-1.0,100,48,1024.6,68,1018.2,1.17,6.9,7.8
2012-04-29,16.6,50013.75,45328.48,0.00,0.00,0.00,0.0,21.1,40.3,295,4.83,28.38,1.1,100,26,1023.1,75,1016.8,1.45,7.3,10.9
2012-04-30,15.1,50154.37,46712.50,0.00,0.00,0.00,0.0,16.0,33.8,12,4.53,27.42,2.1,100,37,1027.9,76,1021.6,1.12,8.0,9.8
2012-05-01,19.3,50294.04,12865.17,9.60,9.60,0.00,9.0,15.0,37.8,151,1.85,8.30,14.7,100,92,1024.0,98,1017.7,0.77,15.3,13.6
2012-05-02,16.0,50432.66,919.41,3.10,3.10,0.00,7.0,11.3,23.0,98,0.77,4.05,12.5,100,95,1022.6,94,1016.3,0.37,13.7,11.0
2012-05-03,15.1,50570.11,4448.06,2.50,2.50,0.00,3.0,7.7,21.6,140,1.45,8.70,11.5,100,98,1022.1,96,1015.8,0.36,12.7,11.4
2012-05-04,26.2,50706.25,38039.71,0.40,0.40,0.00,1.0,12.0,23.4,187,3.35,18.74,17.6,100,95,1020.2,96,1014.0,1.54,19.7,16.1
2012-05-05,20.4,50840.96,717.82,2.40,2.40,0.00,9.0,10.7,23.0,104,0.99,5.58,17.1,100,98,1016.1,99,1010.0,0.45,18.1,14.3
2012-05-06,15.6,50974.11,30252.59,0.00,0.00,0.00,0.0,10.8,21.2,125,2.00,12.03,12.2,100,93,1020.2,95,1014.0,0.57,12.6,13.4
2012-05-07,16.7,51105.56,31586.25,0.00,0.00,0.00,0.0,14.4,27.0,177,2.42,14.26,9.3,100,69,1021.1,98,1014.9,0.81,12.1,12.3
2012-05-08,19.9,51235.18,13577.93,0.80,0.80,0.00,3.0,24.1,47.2,170,2.65,11.89,12.6,100,100,1019.9,79,1013.7,1.01,14.5,14.7
2012-05-09,20.3,51362.84,3778.79,8.30,8.30,0.00,14.0,14.1,32.8,192,1.60,7.96,17.6,100,100,1011.6,97,1005.5,0.51,18.2,16.5
2012-05-10,17.5,51488.38,41495.77,12.10,12.10,0.00,14.0,24.6,48.6,302,3.84,24.26,16.6,100,64,1006.4,98,1000.3,1.19,16.7,15.2
2012-05-11,19.9,51611.66,48148.96,0.00,0.00,0.00,0.0,22.8,41.0,288,4.84,24.74,4.6,97,22,1015.9,72,1009.8,1.73,10.3,13.8
2012-05-12,24.5,51732.54,48261.64,0.00,0.00,0.00,0.0,10.9,26.3,285,5.48,29.16,9.1,96,18,1023.9,80,1017.8,2.30,14.5,15.8
2012-05-13,25.7,51850.86,43853.08,0.00,0.00,0.00,0.0,12.6,22.0,226,5.32,25.44,11.6,100,67,1022.6,72,1016.5,2.16,16.5,19.0
2012-05-14,20.8,51966.48,9678.15,0.40,0.40,0.00,3.0,13.5,28.1,196,2.23,8.96,14.9,100,100,1021.6,87,1015.5,1.06,16.4,18.5
2012-05-15,18.4,52079.42,3013.84,7.10,7.10,0.00,10.0,14.7,36.4,145,1.29,7.18,16.7,100,100,1020.4,97,1014.3,0.36,17.2,16.6
2012-05-16,24.9,52190.59,24658.02,0.00,0.00,0.00,0.0,10.6,21.2,180,2.99,15.72,17.5,100,95,1014.9,99,1008.8,1.38,19.3,19.1
2012-05-17,21.2,52300.07,48788.52,0.00,0.00,0.00,0.0,16.6,32.4,341,5.28,29.81,16.6,100,57,1019.9,81,1013.8,1.67,17.8,17.6
2012-05-18,20.2,52407.74,48575.39,0.00,0.00,0.00,0.0,13.3,29.2,87,4.93,29.58,10.2,99,21,1024.0,88,1017.9,1.40,12.7,15.6
2012-05-19,24.4,52513.50,48985.72,0.00,0.00,0.00,0.0,12.0,26.3,73,5.26,29.12,9.8,0,0,1022.4,87,1016.2,1.93,15.4,16.4
2012-05-20,24.4,52617.23,49081.48,0.00,0.00,0.00,0.0,17.8,33.5,78,5.36,29.31,13.2,50,9,1024.0,87,1018.0,1.97,15.5,17.3
2012-05-21,18.6,52718.83,2543.32,8.50,8.50,0.00,13.0,17.7,34.9,69,1.06,5.85,17.6,100,88,1024.2,100,1018.1,0.45,17.9,16.5
2012-05-22,19.6,52818.18,5602.25,14.80,14.80,0.00,20.0,13.6,25.2,48,1.08,5.54,16.4,100,94,1017.3,99,1011.2,0.42,17.3,16.6
2012-05-23,22.2,52915.16,44201.18,4.80,4.80,0.00,4.0,12.2,29.9,158,3.06,17.98,18.2,100,77,1015.3,100,1009.3,0.59,19.4,18.2
2012-05-24,21.9,53009.66,18122.14,0.50,0.50,0.00,3.0,16.4,31.0,113,2.11,11.85,18.1,100,99,1021.9,98,1015.9,0.56,19.2,18.2
2012-05-25,23.5,53101.55,18458.31,1.40,1.40,0.00,8.0,13.2,25.2,109,2.37,12.40,18.6,100,97,1022.9,98,1016.8,0.79,19.9,19.0
2012-05-26,29.3,53190.73,48430.99,1.70,1.70,0.00,3.0,12.5,20.9,219,4.53,23.36,22.3,100,69,1020.9,99,1014.9,1.71,23.8,22.3
2012-05-27,27.1,53277.07,49148.06,5.10,5.10,0.00,9.0,10.9,30.2,273,4.14,21.55,22.2,100,65,1021.9,100,1015.9,1.37,22.8,22.5
2012-05-28,30.4,53360.45,48001.58,2.20,2.20,0.00,2.0,10.2,27.0,226,5.00,24.78,21.2,100,71,1018.0,96,1012.0,1.97,23.6,24.3
2012-05-29,31.6,53440.74,49730.05,0.30,0.30,0.00,1.0,18.1,33.5,204,5.59,26.14,21.5,95,30,1013.4,90,1007.5,2.26,24.1,25.8
2012-05-30,26.4,53517.83,4749.53,9.10,9.10,0.00,10.0,11.3,29.5,223,2.70,12.36,20.3,100,93,1008.6,98,1002.7,1.19,22.1,23.0
2012-05-31,25.8,53591.59,46800.00,0.00,0.00,0.00,0.0,16.3,32.8,334,5.59,28.19,18.8,100,39,1010.8,97,1004.9,2.08,19.7,21.5
2012-06-01,22.1,53661.89,40123.98,0.00,0.00,0.00,0.0,22.9,46.8,69,4.48,23.25,14.8,100,33,1016.1,80,1010.1,1.33,17.3,18.8
2012-06-02,23.9,53728.62,39600.00,17.40,17.40,0.00,9.0,22.9,46.8,174,4.80,25.65,18.8,100,80,1012.9,99,1006.9,1.68,19.0,20.0
2012-06-03,23.7,53791.64,47478.61,0.40,0.40,0.00,1.0,22.3,47.2,282,5.33,27.02,10.7,91,34,1008.4,82,1002.3,1.78,15.2,18.2
2012-06-04,19.3,53850.95,37164.50,11.10,11.10,0.00,14.0,16.1,38.2,4,2.70,15.22,13.2,100,72,1007.1,91,1001.0,0.89,14.5,15.7
