year,Date,Ozone,AQI_o3,NO2,AQI_no2,PM2.5,AQI_pm2.5,CO,AQI_co,traffic_segments_observed,traffic_daily_total,traffic_daily_max,traffic_daily_mean_segment,temperature_2m_max,daylight_duration_(s),sunshine_duration_(s),precipitation_sum_(mm),rain_sum_(mm),snowfall_sum_(cm),precipitation_hours_(h),wind_speed_10m_max_(km/h),wind_gusts_10m_max_(km/h),wind_direction_10m_dominant_(°),et0_fao_evapotranspiration_(mm),shortwave_radiation_sum_(mj/m²),dew_point_2m_max,cloud_cover_max_(%),cloud_cover_mean_(%),pressure_msl_max_(hpa),relative_humidity_2m_max_(%),surface_pressure_max_(hpa),vapour_pressure_deficit_max_(kpa),wet_bulb_temperature_2m_max,temperature_2m_mean
2013,2013-04-25,0.052,48,49.1,46,5.4,30,0.3,3,384,39143,371,101.93489583333333,16.4,49404.05,44659.57,0.5,0.5,0.0,2.0,23.4,42.8,286.0,4.32,27.78,11.3,100.0,37.0,1022.5,84.0,1016.3,1.32,12.7,13.0
2013,2013-04-26,0.058,61,55.0,52,9.1,51,0.4,5,384,40856,288,106.39583333333333,17.3,49550.07,45797.32,0.0,0.0,0.0,0.0,13.4,27.7,286.0,4.15,26.87,4.1,58.0,11.0,1029.2,85.0,1023.0,1.41,8.8,11.2
2013,2013-04-27,0.056,54,34.0,32,6.2,34,0.2,2,384,33191,186,86.43489583333333,18.4,49695.28,45798.56,0.0,0.0,0.0,0.0,15.3,28.8,8.0,4.51,27.34,4.0,61.0,19.0,1030.7,76.0,1024.4,1.48,9.7,11.8
2013,2013-04-28,0.063,77,46.5,43,11.9,56,0.5,6,384,31460,198,81.92708333333333,19.3,49839.57,42485.7,0.0,0.0,0.0,0.0,18.6,33.8,168.0,4.43,25.53,5.1,100.0,39.0,1027.0,86.0,1020.7,1.44,11.1,12.4
2013,2013-04-29,0.042,39,41.7,39,10.4,53,0.2,2,384,37443,296,97.5078125,13.2,49982.8,0.0,0.4,0.4,0.0,2.0,13.3,29.9,144.0,1.4,4.9,8.3,100.0,100.0,1024.4,83.0,1018.1,0.78,10.1,11.8
2013,2013-04-30,0.051,47,30.4,28,8.2,46,0.2,2,384,38740,328,100.88541666666667,17.3,50124.87,44338.05,0.0,0.0,0.0,0.0,15.1,32.0,101.0,4.29,26.8,7.9,100.0,81.0,1026.8,89.0,1020.6,1.38,9.3,12.8
2013,2013-05-01,0.045,42,44.1,42,7.8,43,0.3,3,384,40101,306,104.4296875,17.8,50265.63,46578.18,0.0,0.0,0.0,0.0,16.4,31.3,89.0,4.36,28.31,6.8,41.0,2.0,1031.6,86.0,1025.3,1.35,10.5,11.4
2013,2013-05-02,0.042,39,50.4,47,8.0,44,0.6,7,384,40090,345,104.40104166666667,20.0,50404.98,46892.73,0.0,0.0,0.0,0.0,11.4,20.5,111.0,4.45,27.73,7.4,93.0,7.0,1032.6,98.0,1026.2,1.44,12.2,12.4
2013,2013-05-03,0.046,43,22.8,21,6.6,37,0.3,3,384,41279,284,107.49739583333333,15.8,50542.75,43053.64,0.0,0.0,0.0,0.0,15.9,33.5,95.0,4.18,26.79,6.1,98.0,31.0,1031.5,76.0,1025.2,1.0,9.7,12.4
2013,2013-05-04,0.043,40,30.1,28,9.5,52,0.3,3,147,6101,444,41.50340136054422,17.6,50678.84,47276.12,0.0,0.0,0.0,0.0,16.6,34.2,99.0,4.04,27.68,7.0,9.0,1.0,1029.5,96.0,1023.2,1.05,11.4,11.6
2013,2013-05-06,0.039,36,37.7,35,9.0,50,0.4,5,240,44260,553,184.41666666666666,18.1,50945.36,22095.51,0.0,0.0,0.0,0.0,12.8,25.6,103.0,2.25,13.54,10.4,100.0,57.0,1025.2,93.0,1018.9,0.82,13.4,10.9
2013,2013-05-07,0.036,33,33.6,31,6.2,34,0.4,5,384,54234,366,141.234375,19.8,51075.52,41072.54,0.0,0.0,0.0,0.0,13.9,25.2,96.0,2.88,18.03,13.3,100.0,67.0,1022.4,99.0,1016.1,0.84,15.4,13.3
2013,2013-05-08,0.027,25,37.0,35,6.9,38,0.4,5,384,52723,365,137.29947916666666,18.7,51203.42,18339.68,20.2,20.2,0.0,12.0,15.0,30.2,87.0,1.45,9.62,15.9,100.0,85.0,1020.0,99.0,1013.8,0.38,16.7,14.5
2013,2013-05-09,0.026,24,49.4,46,9.0,50,0.6,7,384,54541,376,142.03385416666666,19.4,51328.9,22153.55,6.0,6.0,0.0,10.0,12.2,23.0,77.0,1.96,11.96,15.0,100.0,84.0,1017.0,99.0,1010.8,0.95,15.6,14.1
2013,2013-05-10,0.049,45,49.3,46,14.2,61,0.6,7,384,55914,448,145.609375,24.8,51452.0,45449.34,0.0,0.0,0.0,0.0,11.6,22.7,236.0,4.7,25.91,14.3,100.0,30.0,1016.0,95.0,1010.0,1.73,17.3,17.1
2013,2013-05-11,0.033,31,41.6,39,13.6,59,0.7,8,384,52108,266,135.69791666666666,21.5,51573.7,13226.21,16.5,16.5,0.0,18.0,16.4,45.0,191.0,1.98,10.37,17.5,100.0,98.0,1013.6,96.0,1007.5,0.66,18.5,18.0
2013,2013-05-12,0.045,42,27.2,25,6.0,33,0.6,7,384,48779,269,127.02864583333333,19.6,51694.07,39600.0,0.4,0.4,0.0,2.0,24.6,47.9,261.0,4.23,24.18,16.5,100.0,55.0,1008.9,98.0,1002.8,1.42,16.8,16.4
2013,2013-05-13,0.041,38,18.1,17,5.9,33,0.4,5,288,39095,358,135.74652777777777,14.0,51813.0,48336.29,0.0,0.0,0.0,0.0,20.2,41.8,277.0,4.27,23.23,0.0,100.0,34.0,1017.5,61.0,1011.2,1.03,7.0,10.5
2013,2013-05-14,0.044,41,48.1,45,4.7,26,0.4,5,288,40386,379,140.22916666666666,14.5,51930.38,47840.94,0.0,0.0,0.0,0.0,16.4,32.4,307.0,3.82,23.13,1.4,100.0,30.0,1020.6,72.0,1014.3,1.17,7.0,9.6
2013,2013-05-15,0.048,44,48.4,45,11.3,55,0.4,5,288,40312,374,139.97222222222223,21.0,52046.09,45611.57,0.3,0.3,0.0,2.0,17.0,45.0,188.0,3.66,22.16,13.4,100.0,41.0,1018.5,83.0,1012.2,1.01,16.0,12.6
2013,2013-05-16,0.047,44,65.9,63,13.2,59,0.5,6,288,42344,377,147.02777777777777,25.1,52160.01,48658.21,0.0,0.0,0.0,0.0,14.0,28.1,252.0,4.44,22.5,14.1,100.0,62.0,1009.7,90.0,1003.7,1.84,17.0,18.9
2013,2013-05-17,0.043,40,46.1,43,3.2,18,0.5,6,288,95146,1247,330.36805555555554,21.2,52272.02,48761.96,0.0,0.0,0.0,0.0,14.9,28.1,322.0,5.17,27.81,12.3,99.0,36.0,1019.6,68.0,1013.6,1.58,15.6,17.3
2013,2013-05-18,0.037,34,48.7,45,7.8,43,0.7,8,288,93245,1104,323.7673611111111,19.5,52382.0,30116.59,0.7,0.7,0.0,3.0,11.6,23.4,150.0,2.69,14.23,12.4,100.0,81.0,1026.6,84.0,1020.4,1.14,14.7,15.8
2013,2013-05-19,0.032,30,32.3,30,3.9,22,0.4,5,288,28198,555,97.90972222222223,15.8,52489.82,286.11,2.4,2.4,0.0,11.0,15.9,32.4,128.0,1.21,5.27,12.4,100.0,98.0,1026.8,93.0,1020.6,0.36,13.5,14.2
2013,2013-05-20,0.033,31,48.8,45,13.6,59,0.9,10,384,32668,310,85.07291666666667,24.3,52595.36,18066.98,0.0,0.0,0.0,0.0,10.8,22.3,237.0,2.34,11.81,17.6,100.0,94.0,1023.2,98.0,1017.0,1.06,19.6,17.6
2013,2013-05-21,0.053,49,41.2,39,15.4,63,1.0,11,384,66701,1148,173.70052083333334,28.9,52698.49,48430.51,0.0,0.0,0.0,0.0,13.2,25.2,228.0,4.97,25.31,19.2,95.0,35.0,1015.8,97.0,1009.8,1.84,22.3,22.3
2013,2013-05-22,0.025,23,44.7,42,19.2,70,0.7,8,384,94445,1299,245.95052083333334,29.7,52799.08,34155.12,1.5,1.5,0.0,3.0,14.3,28.4,180.0,3.89,18.84,20.0,100.0,90.0,1014.7,97.0,1008.7,1.87,23.0,22.9
2013,2013-05-23,0.025,23,30.0,28,10.0,53,0.7,8,384,96696,1248,251.8125,24.6,52897.0,23272.75,14.8,14.8,0.0,14.0,18.6,50.4,192.0,2.63,13.93,19.9,99.0,77.0,1012.7,97.0,1006.7,0.78,21.3,21.5
2013,2013-05-24,0.019,18,37.7,35,2.9,16,0.5,6,384,185412,1236,482.84375,19.7,52992.11,16865.68,7.0,7.0,0.0,15.0,24.1,46.8,285.0,1.8,10.67,17.9,100.0,100.0,1013.0,99.0,1006.8,0.6,18.2,16.3
2013,2013-05-25,0.034,31,10.8,9,1.4,8,0.4,5,384,187551,1024,488.4140625,12.0,53084.28,6135.33,12.1,12.1,0.0,24.0,31.6,78.5,319.0,1.76,9.76,6.0,100.0,99.0,1015.3,92.0,1009.1,0.55,8.2,8.8
2013,2013-05-26,0.04,37,33.5,31,3.2,18,0.4,5,384,167997,1003,437.4921875,18.3,53173.38,46800.0,0.0,0.0,0.0,0.0,29.4,60.1,301.0,4.64,23.25,4.1,97.0,41.0,1019.2,66.0,1013.1,1.42,9.9,12.5
2013,2013-05-27,0.051,47,42.6,40,6.2,34,0.4,5,384,162626,1005,423.5052083333333,21.8,53259.27,49626.59,0.0,0.0,0.0,0.0,13.3,27.0,276.0,5.38,30.74,8.2,41.0,7.0,1024.5,81.0,1018.3,1.74,13.3,14.3
2013,2013-05-28,0.036,33,51.1,48,12.7,58,0.7,8,384,200392,1224,521.8541666666666,18.4,53341.8,15842.91,5.0,5.0,0.0,7.0,11.3,19.1,216.0,1.83,9.27,12.9,100.0,95.0,1023.8,92.0,1017.7,1.0,13.3,14.0
2013,2013-05-29,0.043,40,73.3,71,22.8,77,0.9,10,384,214364,1274,558.2395833333334,27.9,53420.84,30900.63,0.4,0.4,0.0,2.0,11.2,24.8,212.0,3.81,19.78,19.5,100.0,93.0,1021.3,98.0,1015.1,1.54,22.0,18.7
2013,2013-05-30,0.072,105,60.3,57,19.8,71,0.9,10,384,220997,1245,575.5130208333334,31.5,53496.39,49757.87,0.0,0.0,0.0,0.0,13.3,22.7,244.0,5.89,27.18,18.5,77.0,28.0,1020.2,89.0,1014.2,2.81,21.7,24.8
2013,2013-05-31,0.065,84,60.1,57,20.2,72,0.7,8,384,227914,1159,593.5260416666666,31.6,53569.07,49799.34,0.0,0.0,0.0,0.0,12.3,23.8,227.0,5.8,26.23,20.1,94.0,29.0,1020.4,85.0,1014.4,2.79,22.2,25.2
2013,2013-06-01,0.062,74,28.0,26,14.4,61,0.5,6,384,211915,1115,551.8619791666666,31.1,53638.95,49840.27,0.0,0.0,0.0,0.0,13.1,24.8,217.0,6.24,27.87,19.1,60.0,19.0,1016.9,89.0,1010.9,2.5,22.4,25.2
2013,2013-06-02,0.05,46,34.0,32,9.8,52,0.5,6,384,184935,1063,481.6015625,30.5,53705.95,48309.8,1.9,1.9,0.0,1.0,18.5,37.4,209.0,5.9,25.52,19.5,100.0,30.0,1013.5,80.0,1007.6,2.27,22.5,25.4
2013,2013-06-03,0.038,35,38.5,36,7.4,41,0.5,6,384,32487,1056,84.6015625,24.2,53770.0,27918.87,27.3,27.3,0.0,14.0,15.9,30.2,225.0,2.36,11.55,20.1,100.0,97.0,1011.2,97.0,1005.2,0.88,20.8,21.7
2013,2013-06-04,0.045,42,18.5,17,4.0,22,0.4,5,384,12380,120,32.239583333333336,22.7,53831.04,47996.41,0.0,0.0,0.0,0.0,18.4,37.1,325.0,5.84,30.17,18.2,97.0,27.0,1017.6,82.0,1011.5,1.73,19.5,18.8
2013,2013-06-05,0.043,40,33.0,31,6.1,34,0.3,3,384,13059,129,34.0078125,21.0,53889.0,49996.8,0.0,0.0,0.0,0.0,13.5,26.6,40.0,5.26,28.66,10.1,96.0,49.0,1023.3,81.0,1017.2,1.33,14.3,17.3
2013,2013-06-06,0.05,46,15.8,14,8.9,49,0.3,3,384,34166,1437,88.97395833333333,20.9,53943.82,34125.12,0.0,0.0,0.0,0.0,18.4,36.4,125.0,3.31,18.51,13.9,100.0,74.0,1021.3,97.0,1015.1,1.16,15.6,16.5
2013,2013-06-07,0.031,29,18.0,17,1.5,8,0.3,3,384,26909,464,70.07552083333333,16.9,53995.4,0.0,41.1,41.1,0.0,23.0,18.5,41.8,86.0,0.5,1.62,16.4,100.0,100.0,1017.7,100.0,1011.6,0.34,16.5,15.9
2013,2013-06-08,0.033,31,31.9,29,4.6,26,0.4,5,384,32019,286,83.3828125,23.4,54043.71,30848.52,11.5,11.5,0.0,10.0,25.9,49.7,336.0,3.04,16.26,17.3,100.0,86.0,1014.9,98.0,1008.9,1.04,18.9,18.1
2013,2013-06-09,0.054,50,59.3,56,11.8,56,0.5,6,384,33999,408,88.5390625,25.5,54088.67,50137.61,0.0,0.0,0.0,0.0,12.0,22.3,273.0,4.77,26.06,17.3,100.0,35.0,1022.2,96.0,1016.2,1.68,19.4,20.3
2013,2013-06-10,0.047,44,28.9,26,9.2,51,0.6,7,123,8015,531,65.16260162601625,22.5,54130.22,5419.83,18.6,18.6,0.0,10.0,18.4,41.8,105.0,0.92,4.59,17.7,100.0,92.0,1021.6,99.0,1015.5,0.73,19.1,18.5
2013,2013-06-25,0.066,87,38.8,36,19.0,69,0.6,7,170,54472,835,320.4235294117647,32.2,54308.54,50400.0,0.0,0.0,0.0,0.0,21.0,38.2,253.0,6.05,26.23,20.1,70.0,23.0,1016.2,91.0,1010.3,2.81,22.7,26.3
2013,2013-06-26,0.055,51,45.0,42,12.8,58,0.5,6,336,84511,836,251.52083333333334,31.3,54290.22,43200.0,1.9,1.9,0.0,2.0,17.1,29.2,257.0,5.74,23.17,21.5,99.0,61.0,1010.9,81.0,1005.0,2.35,23.5,26.7
2013,2013-06-27,0.059,64,46.4,43,15.1,62,0.6,7,384,91070,834,237.16145833333334,28.7,54268.29,46859.59,8.8,8.8,0.0,10.0,16.1,32.8,147.0,4.4,22.4,22.5,100.0,78.0,1010.1,97.0,1004.2,1.55,22.9,24.5
2013,2013-06-28,0.05,46,22.7,21,10.2,53,0.5,6,384,89050,826,231.90104166666666,28.5,54242.79,45510.36,11.1,11.1,0.0,14.0,21.9,42.1,202.0,4.6,22.77,21.7,100.0,72.0,1003.9,98.0,998.0,1.69,22.6,24.4
2013,2013-06-29,0.054,50,29.2,27,14.6,61,0.6,7,122,12530,480,102.70491803278688,27.3,54213.78,37794.89,7.5,7.5,0.0,7.0,14.6,38.2,218.0,4.59,23.01,21.5,100.0,63.0,1003.7,95.0,997.9,1.48,22.7,24.2
2013,2013-08-03,0.043,40,32.7,30,14.3,61,0.5,6,118,9321,122,78.99152542372882,24.3,51287.66,18562.28,2.7,2.7,0.0,7.0,14.1,33.5,243.0,2.37,9.91,18.6,100.0,76.0,1013.2,90.0,1007.2,1.29,20.1,21.2
2013,2013-08-04,0.038,35,17.6,16,5.2,29,0.4,5,192,10079,118,52.494791666666664,24.9,51160.29,47260.13,0.0,0.0,0.0,0.0,16.5,31.7,304.0,4.48,22.23,18.7,39.0,17.0,1012.4,94.0,1006.5,1.87,19.7,21.2
2013,2013-08-05,0.043,40,33.5,31,5.8,32,0.4,5,192,11626,174,60.552083333333336,24.6,51031.04,47673.52,0.0,0.0,0.0,0.0,14.4,30.2,316.0,5.53,27.87,12.0,100.0,14.0,1018.1,80.0,1012.1,2.03,15.9,20.0
2013,2013-08-06,0.058,61,36.2,34,6.2,34,0.5,6,192,11769,194,61.296875,25.0,50900.03,46787.84,0.0,0.0,0.0,0.0,14.1,26.6,154.0,4.22,21.58,15.1,100.0,44.0,1019.8,84.0,1013.8,1.91,17.4,21.0
2013,2013-08-07,0.05,46,34.2,32,7.9,44,0.4,5,192,12018,179,62.59375,23.9,50767.41,24971.14,0.2,0.2,0.0,2.0,16.5,33.5,154.0,2.65,11.53,17.9,100.0,77.0,1021.0,94.0,1015.0,1.09,19.3,20.7
2013,2013-08-08,0.036,33,36.1,34,11.9,56,0.5,6,192,9177,170,47.796875,27.8,50633.3,37158.89,11.8,11.8,0.0,11.0,16.5,33.1,178.0,2.97,14.59,22.4,100.0,92.0,1019.0,94.0,1013.0,1.15,23.4,23.0
2013,2013-08-09,0.044,41,26.1,25,10.3,53,0.6,7,192,10605,184,55.234375,28.2,50497.85,12726.31,9.3,9.3,0.0,15.0,18.8,36.7,197.0,1.78,8.68,24.5,100.0,97.0,1017.0,98.0,1011.0,0.76,25.4,23.8
2013,2013-08-10,0.049,45,24.2,23,8.5,47,0.6,7,192,11187,116,58.265625,27.9,50361.16,44194.34,0.0,0.0,0.0,0.0,16.2,30.6,295.0,4.22,20.65,22.7,98.0,49.0,1015.7,95.0,1009.8,2.03,23.0,23.7
2013,2013-08-11,0.054,50,24.8,23,8.0,44,0.5,6,192,9233,97,48.088541666666664,25.7,50223.37,46858.98,0.0,0.0,0.0,0.0,9.4,24.5,320.0,4.04,20.76,19.5,95.0,45.0,1020.2,87.0,1014.2,1.68,21.0,21.6
2013,2013-08-12,0.049,45,36.9,34,13.3,59,0.7,8,192,10641,142,55.421875,26.1,50084.59,41421.7,2.5,2.5,0.0,7.0,11.8,21.6,167.0,3.44,17.34,20.0,90.0,67.0,1017.8,98.0,1011.8,1.28,20.8,22.6
2013,2013-08-13,0.046,43,46.5,43,14.8,62,0.8,9,192,6454,107,33.614583333333336,25.6,49944.95,19591.92,13.4,13.4,0.0,8.0,9.1,65.9,177.0,1.98,9.65,21.8,100.0,70.0,1014.2,98.0,1008.2,1.17,22.0,22.1
2013,2013-08-14,0.031,29,15.6,14,6.6,37,0.5,6,192,10818,188,56.34375,23.9,49804.57,45306.31,0.0,0.0,0.0,0.0,25.5,49.7,310.0,4.93,24.74,18.9,100.0,43.0,1013.4,80.0,1007.4,1.58,20.4,20.4
2013,2013-08-15,0.043,40,37.4,35,4.8,27,0.6,7,192,11155,163,58.098958333333336,24.1,49663.54,46337.66,0.0,0.0,0.0,0.0,12.2,32.4,303.0,4.91,25.53,11.3,42.0,10.0,1020.9,84.0,1014.9,1.88,15.7,18.9
2013,2013-08-16,0.052,48,50.8,47,10.2,53,0.6,7,74,2097,100,28.33783783783784,25.1,49521.99,44940.87,0.0,0.0,0.0,0.0,9.0,17.6,232.0,3.98,21.51,14.6,99.0,67.0,1021.9,93.0,1015.9,2.02,16.8,20.1
2013,2013-08-26,0.053,49,25.8,24,13.4,59,0.7,8,192,21361,236,111.25520833333333,28.1,48047.43,31947.02,0.6,0.6,0.0,3.0,16.4,30.6,237.0,3.59,12.21,17.9,100.0,88.0,1024.7,73.0,1018.7,1.94,20.6,22.0
2013,2013-08-27,0.049,45,42.8,40,9.2,51,0.7,8,60,3099,136,51.65,29.3,47893.96,42775.32,2.0,2.0,0.0,5.0,18.7,36.0,300.0,4.42,19.97,19.8,100.0,70.0,1014.6,93.0,1008.7,2.01,22.0,24.4
2013,2013-09-24,0.027,25,23.1,22,4.7,26,0.2,2,79,18383,410,232.69620253164558,21.7,43460.18,40153.17,0.0,0.0,0.0,0.0,13.4,25.2,317.0,3.47,19.97,9.3,16.0,1.0,1018.1,86.0,1011.8,1.58,13.7,13.8
2013,2013-09-25,0.029,27,45.5,42,8.2,46,0.5,6,192,39276,546,204.5625,21.4,43300.46,38953.77,0.0,0.0,0.0,0.0,13.0,24.5,340.0,3.3,18.95,10.0,99.0,46.0,1014.8,88.0,1008.6,1.6,13.4,15.2
2013,2013-09-26,0.026,24,45.8,42,8.4,47,0.6,7,192,39170,544,204.01041666666666,19.5,43141.4,32682.66,0.1,0.1,0.0,1.0,11.8,22.3,28.0,2.11,11.82,12.9,95.0,67.0,1017.8,95.0,1011.7,0.9,14.8,15.8
2013,2013-09-27,0.026,24,32.4,30,6.4,36,0.3,3,192,40733,565,212.15104166666666,19.0,42982.89,23127.21,0.0,0.0,0.0,0.0,10.2,21.2,34.0,2.11,11.66,12.9,100.0,56.0,1023.7,96.0,1017.6,1.04,13.9,15.0
2013,2013-09-28,0.034,31,28.8,26,6.0,33,0.2,2,192,38414,490,200.07291666666666,21.5,42823.84,39032.58,0.0,0.0,0.0,0.0,11.4,22.7,38.0,3.09,17.02,11.4,80.0,35.0,1027.1,90.0,1021.0,1.43,14.3,16.9
2013,2013-10-16,0.028,26,33.3,31,8.4,47,0.5,6,339,7163,99,21.129793510324482,18.8,39954.2,6789.27,0.0,0.0,0.0,0.0,9.4,19.1,75.0,1.07,5.47,14.3,100.0,89.0,1021.5,96.0,1015.3,0.65,15.6,14.9
2013,2013-10-17,0.024,22,29.4,27,13.2,59,0.4,5,288,7366,104,25.57638888888889,21.2,39801.2,24290.83,0.2,0.2,0.0,1.0,10.5,19.8,201.0,1.42,7.36,15.8,100.0,94.0,1014.5,99.0,1008.4,0.84,17.1,16.9
2013,2013-10-18,0.029,27,24.3,23,4.4,24,0.2,2,288,7532,95,26.15277777777778,18.9,39648.09,36008.93,1.0,1.0,0.0,4.0,19.5,36.4,259.0,2.71,15.18,15.9,100.0,32.0,1013.3,92.0,1007.2,1.24,16.5,16.3
2013,2013-10-19,0.034,31,44.9,42,11.9,56,0.7,8,288,5809,67,20.17013888888889,17.5,39494.8,23445.76,0.0,0.0,0.0,0.0,14.9,29.9,217.0,2.2,10.93,9.1,100.0,58.0,1015.7,87.0,1009.5,1.07,11.3,12.9
2013,2013-10-20,0.035,32,31.2,29,6.9,38,0.2,2,288,5089,65,17.67013888888889,16.2,39341.43,35682.41,1.0,1.0,0.0,2.0,18.4,36.4,270.0,2.55,15.18,12.3,100.0,18.0,1015.9,91.0,1009.7,1.22,12.8,12.8
2013,2013-10-21,0.04,37,44.2,42,9.7,52,0.4,5,288,6724,99,23.34722222222222,17.8,39188.12,35476.61,0.0,0.0,0.0,0.0,15.6,27.7,228.0,2.61,14.68,6.3,0.0,0.0,1021.2,83.0,1014.9,1.28,10.2,11.6
2013,2013-10-22,0.031,29,43.6,41,7.9,44,0.4,5,331,13558,167,40.9607250755287,18.1,39035.0,31383.36,0.0,0.0,0.0,0.0,15.8,29.5,217.0,2.03,10.75,9.5,99.0,27.0,1017.4,93.0,1011.2,0.97,12.6,13.1
2013,2013-10-23,0.024,22,32.3,30,5.9,33,0.3,3,384,20875,214,54.361979166666664,12.0,38882.19,9638.47,0.0,0.0,0.0,0.0,13.4,24.5,343.0,1.15,5.11,7.5,100.0,61.0,1009.8,89.0,1003.6,0.66,9.3,9.5
2013,2013-10-24,0.027,25,24.8,23,8.7,48,0.2,2,384,21601,205,56.252604166666664,11.1,38729.82,34332.03,0.0,0.0,0.0,0.0,21.6,49.0,279.0,2.35,13.4,2.7,94.0,24.0,1014.1,81.0,1007.9,0.89,5.5,7.9
2013,2013-10-25,0.023,21,29.0,27,9.1,51,0.2,2,302,19776,198,65.48344370860927,11.3,38578.04,34722.71,0.0,0.0,0.0,0.0,22.7,43.9,287.0,2.34,11.36,0.2,100.0,23.0,1021.9,77.0,1015.6,0.9,4.7,7.2
2013,2013-10-26,0.034,31,29.8,27,7.5,42,0.3,3,192,14635,161,76.22395833333333,12.0,38426.97,34621.61,0.0,0.0,0.0,0.0,22.8,45.0,235.0,2.23,14.08,1.3,4.0,0.0,1024.0,85.0,1017.6,0.89,5.5,6.8
2013,2013-10-27,0.029,27,25.4,24,9.9,52,0.2,2,192,11515,137,59.973958333333336,14.0,38276.75,34457.56,0.0,0.0,0.0,0.0,17.9,34.2,262.0,2.73,13.3,1.2,100.0,42.0,1017.0,68.0,1010.8,1.09,6.6,9.8
2013,2013-10-28,0.023,21,37.9,35,10.9,54,0.4,5,302,30260,313,100.19867549668874,15.3,38127.54,34303.52,0.0,0.0,0.0,0.0,16.9,31.0,261.0,2.34,13.63,2.6,69.0,18.0,1024.1,86.0,1017.8,1.12,8.0,8.7
2013,2013-10-29,0.02,19,34.1,32,10.9,54,0.6,7,384,37050,311,96.484375,12.1,37979.46,34067.43,0.0,0.0,0.0,0.0,12.0,28.1,23.0,1.89,11.98,3.7,98.0,61.0,1030.2,77.0,1023.8,0.8,6.2,8.7
2013,2013-10-30,0.02,19,46.7,43,18.9,69,0.9,10,384,37731,334,98.2578125,15.4,37832.68,21144.64,0.0,0.0,0.0,0.0,10.3,20.9,152.0,1.33,7.82,8.7,100.0,87.0,1028.9,80.0,1022.6,0.7,10.9,10.7
2013,2013-10-31,0.04,37,48.9,45,24.8,80,1.2,14,384,36663,324,95.4765625,19.2,37687.33,13585.49,0.3,0.3,0.0,1.0,16.9,33.1,177.0,1.21,5.62,13.7,100.0,82.0,1024.1,96.0,1017.9,0.67,15.5,13.8
2013,2013-11-01,0.034,31,33.6,31,6.2,34,0.3,3,384,37435,330,97.48697916666667,20.4,37543.57,15776.09,2.8,2.8,0.0,8.0,29.7,81.0,210.0,1.66,5.18,16.7,100.0,77.0,1013.1,89.0,1007.0,0.94,17.7,18.1
2013,2013-11-02,0.032,30,34.7,32,9.2,51,0.3,3,384,28066,198,73.08854166666667,18.4,37401.56,31233.69,0.0,0.0,0.0,0.0,11.4,18.0,284.0,1.82,9.64,12.3,98.0,41.0,1006.0,95.0,999.9,1.2,13.2,14.1
2013,2013-11-03,0.026,24,16.4,15,6.9,38,0.2,2,384,20227,143,52.674479166666664,13.5,37261.46,33394.88,0.0,0.0,0.0,0.0,17.7,38.5,337.0,1.77,8.25,5.1,100.0,52.0,1026.3,82.0,1019.9,0.73,8.7,9.3
2013,2013-11-04,0.031,29,40.8,38,4.0,22,0.3,3,384,32075,346,83.52864583333333,6.9,37123.43,32400.0,0.0,0.0,0.0,0.0,18.4,35.3,13.0,2.21,12.81,-4.1,100.0,25.0,1037.7,56.0,1031.2,0.65,1.8,4.1
2013,2013-11-05,0.035,32,46.4,43,6.4,36,0.4,5,224,12484,256,55.732142857142854,12.0,36987.63,32938.6,0.0,0.0,0.0,0.0,10.9,24.8,105.0,1.58,10.13,3.2,100.0,95.0,1038.3,80.0,1031.8,0.74,6.6,7.0
2013,2013-11-06,0.037,34,53.1,50,6.8,38,0.8,9,192,26478,575,137.90625,15.1,36854.0,32769.28,0.0,0.0,0.0,0.0,13.5,25.9,166.0,1.45,8.5,7.9,96.0,62.0,1034.8,90.0,1028.4,0.74,10.2,9.6
2013,2013-11-07,0.021,19,29.4,27,7.0,39,0.3,3,99,12729,566,128.57575757575756,16.1,36721.24,13754.45,2.7,2.7,0.0,6.0,18.9,37.4,237.0,0.74,3.55,12.4,100.0,73.0,1022.0,94.0,1015.8,0.4,13.6,12.2
2013,2013-11-09,0.027,25,28.1,26,5.9,33,0.3,3,106,7666,120,72.32075471698113,8.9,36458.18,27441.15,0.0,0.0,0.0,0.0,15.5,27.7,262.0,1.67,8.93,-1.6,100.0,35.0,1025.9,80.0,1019.4,0.7,3.2,4.9
2013,2013-11-10,0.031,29,31.5,29,8.8,49,0.3,3,192,8042,104,41.885416666666664,13.6,36328.17,32407.35,0.0,0.0,0.0,0.0,29.7,55.8,245.0,2.2,10.3,2.2,69.0,19.0,1019.7,73.0,1013.4,0.84,7.8,8.0
2013,2013-11-11,0.026,24,30.3,28,5.0,28,0.3,3,155,5382,83,34.72258064516129,11.1,36199.38,32176.13,0.0,0.0,0.0,0.0,20.3,39.6,269.0,2.32,10.62,-1.3,91.0,26.0,1023.1,66.0,1016.7,0.84,4.8,7.2
2013,2013-11-12,0.023,21,20.9,19,7.1,39,0.2,2,245,21563,427,88.01224489795918,8.6,36071.94,596.52,2.1,1.6,0.42,6.0,22.4,44.6,305.0,1.64,3.95,2.1,100.0,88.0,1024.2,90.0,1017.8,0.64,4.6,5.3
