Date,Ozone_mean,Ozone_max,Ozone_min,AQI_o3_mean,AQI_o3_max,AQI_o3_min,NO2_mean,NO2_max,NO2_min,AQI_no2_mean,AQI_no2_max,AQI_no2_min,PM2.5_mean,PM2.5_max,PM2.5_min,AQI_pm2.5_mean,AQI_pm2.5_max,AQI_pm2.5_min,CO_mean,CO_max,CO_min,AQI_co_mean,AQI_co_max,AQI_co_min,traffic_segments_observed,traffic_daily_total,traffic_daily_mean_segment,temp_c_mean
2020-11-16,0.028999999999999998,0.03,0.028,27.0,28,26,32.7,33.3,32.1,30.5,31,30,4.5,4.9,4.0,24.75,27,22,0.4,0.4,0.4,5.0,5,5,271,1638142.0,6044.80442804428,10.291666666666666
2020-11-17,0.03066666666666667,0.032,0.029,28.666666666666668,30,27,33.71666666666667,36.5,30.7,31.333333333333332,34,28,4.466666666666667,6.0,3.4,24.666666666666668,33,19,0.38333333333333336,0.4,0.3,4.666666666666667,5,3,271,1657360.0,6115.719557195572,5.258333333333334
2020-11-18,0.028999999999999998,0.03,0.027,27.0,28,25,14.683333333333335,20.6,10.8,13.0,19,9,3.483333333333333,5.4,1.6,19.333333333333332,30,9,0.21666666666666667,0.3,0.2,2.1666666666666665,3,2,271,1665267.0,6144.896678966789,1.325
2020-11-19,0.024333333333333332,0.028,0.022,22.333333333333332,26,20,35.0,38.9,29.7,32.5,36,27,5.25,6.8,2.7,29.166666666666668,38,15,0.31666666666666665,0.4,0.3,3.3333333333333335,5,3,271,1699199.0,6270.10701107011,1.2583333333333333
2020-11-20,0.019,0.026,0.015,17.666666666666668,24,14,40.93333333333334,45.2,36.2,38.333333333333336,42,34,9.033333333333333,11.5,6.7,48.22222222222222,55,37,0.38333333333333336,0.4,0.3,4.666666666666667,5,3,271,1758151.0,6487.642066420664,8.241666666666667
2020-11-21,0.029199999999999997,0.03,0.028,27.2,28,26,35.43,39.2,32.2,33.1,37,30,11.32,13.2,10.5,55.3,59,54,0.42000000000000004,0.5,0.4,5.2,6,5,271,1590560.0,5869.225092250923,10.879166666666668
2020-11-22,0.0284,0.032,0.027,26.4,30,25,13.34,17.4,9.4,12.0,16,8,5.62,7.6,2.2,31.0,42,12,0.2,0.2,0.2,2.0,2,2,271,1354785.0,4999.2066420664205,7.8125
2020-12-05,0.022333333333333334,0.023,0.021,20.333333333333332,21,19,33.36666666666667,35.0,30.9,31.0,33,28,5.511111111111111,6.9,4.6,30.666666666666668,38,26,0.4166666666666667,0.5,0.4,5.166666666666667,6,5,1,5402.0,5402.0,6.116666666666667
2020-12-06,0.028666666666666663,0.03,0.027,26.666666666666668,28,25,12.366666666666667,15.0,8.6,11.166666666666666,14,8,2.733333333333333,4.3,0.1,15.333333333333334,24,1,0.20000000000000004,0.2,0.2,2.0,2,2,1,4974.0,4974.0,2.8125
2020-12-07,0.024333333333333332,0.027,0.023,22.333333333333332,25,21,30.150000000000002,33.0,27.4,27.833333333333332,31,25,4.8,6.2,3.7,26.666666666666668,34,21,0.31666666666666665,0.4,0.3,3.3333333333333335,5,3,1,6163.0,6163.0,0.7666666666666666
2020-12-08,0.02142857142857143,0.023,0.019,19.714285714285715,21,18,16.485714285714288,19.4,13.8,15.0,18,12,3.957142857142857,6.3,2.4,22.0,35,13,0.22142857142857145,0.3,0.2,2.2142857142857144,3,2,1,6593.0,6593.0,0.3333333333333333
2020-12-09,0.010499999999999999,0.011,0.009,9.5,10,8,33.9,34.8,33.0,31.25,32,31,11.425,13.3,10.6,55.5,59,54,0.3,0.3,0.3,3.0,3,3,1,8426.0,8426.0,0.35000000000000003
2020-12-10,0.021714285714285714,0.024,0.019,20.0,22,18,34.83571428571428,36.5,32.8,32.285714285714285,34,30,8.857142857142858,10.6,7.1,47.857142857142854,54,39,0.37857142857142856,0.4,0.3,4.571428571428571,5,3,1,8536.0,8536.0,4.179166666666666
2020-12-11,0.0184,0.022,0.014,17.0,20,13,46.45,48.5,41.7,43.2,45,39,15.35,18.9,13.3,62.6,69,59,1.1,1.2,1.0,12.8,14,11,1,6647.0,6647.0,3.579166666666667
2020-12-12,0.018714285714285715,0.023,0.015,17.285714285714285,21,14,39.34285714285714,42.1,37.3,37.0,40,35,15.328571428571427,20.0,11.9,62.714285714285715,71,56,0.9928571428571429,1.1,0.8,11.5,13,9,1,5496.0,5496.0,7.1499999999999995
2020-12-13,0.025285714285714283,0.027,0.023,23.285714285714285,25,21,30.642857142857142,34.6,26.3,28.642857142857142,32,25,11.671428571428573,14.5,9.7,55.714285714285715,61,52,0.43571428571428567,0.5,0.3,5.142857142857143,6,3,1,4455.0,4455.0,10.058333333333334
2021-05-01,0.04063636363636364,0.042,0.039,37.63636363636363,39,36,30.204545454545453,38.6,22.9,28.181818181818183,36,21,2.3545454545454545,3.3,1.3,13.0,18,7,0.2545454545454545,0.3,0.2,2.5454545454545454,3,2,54,267707.0,4957.537037037037,10.508333333333333
2021-05-02,0.0525,0.054,0.05,48.5,50,46,17.725,18.8,14.9,16.0,17,13,6.7875,7.3,5.8,37.75,41,32,0.275,0.3,0.2,2.75,3,2,54,225631.0,4178.351851851852,17.099999999999998
2021-05-03,0.03425,0.038,0.032,31.75,35,30,22.2,27.7,17.2,20.5,25,16,5.9125,7.4,4.5,32.875,41,25,0.25,0.4,0.2,2.75,5,2,54,246022.0,4555.962962962963,15.195833333333333
2021-05-04,0.040499999999999994,0.043,0.036,37.5,40,33,19.3,23.3,13.2,18.0,22,12,6.2299999999999995,9.1,3.9,34.9,51,22,0.275,0.4,0.2,3.0,5,2,54,258682.0,4790.407407407408,14.845833333333333
2021-05-05,0.024999999999999998,0.026,0.022,23.0,24,20,30.15,34.6,23.5,27.75,32,22,3.875,6.3,1.5,21.375,35,8,0.325,0.4,0.3,3.5,5,3,54,247664.0,4586.37037037037,12.3125
2021-05-06,0.03542857142857143,0.036,0.035,32.42857142857143,33,32,15.971428571428572,22.0,12.1,14.714285714285714,21,11,1.9000000000000001,3.2,0.1,10.571428571428571,18,1,0.2642857142857143,0.4,0.2,2.857142857142857,5,2,54,270886.0,5016.407407407408,12.924999999999999
2021-05-07,0.041499999999999995,0.043,0.038,38.5,40,35,17.6,24.6,13.8,16.0,23,12,2.89,4.0,0.8,15.9,22,4,0.25,0.4,0.2,2.75,5,2,54,283466.0,5249.37037037037,12.241666666666667
2021-05-08,0.035,0.038,0.031,32.5,35,29,19.775,24.0,17.3,18.5,23,16,3.6625,5.5,2.0,20.375,31,11,0.225,0.3,0.2,2.25,3,2,54,267886.0,4960.851851851852,10.258333333333333
2021-05-09,0.0385,0.039,0.037,35.5,36,34,17.975,22.9,13.3,16.5,21,12,4.1875,6.2,2.5,23.25,34,14,0.225,0.3,0.2,2.25,3,2,54,228572.0,4232.814814814815,10.2125
